year,tech,metric,units,value,dollar_year
2030,Gaseous H2 Salt Cavern Storage,cost_cap,$/kg,35.6,2019
2031,Gaseous H2 Salt Cavern Storage,cost_cap,$/kg,35.6,2019
2032,Gaseous H2 Salt Cavern Storage,cost_cap,$/kg,35.6,2019
2033,Gaseous H2 Salt Cavern Storage,cost_cap,$/kg,35.6,2019
2034,Gaseous H2 Salt Cavern Storage,cost_cap,$/kg,35.6,2019
2035,Gaseous H2 Salt Cavern Storage,cost_cap,$/kg,35.6,2019
2036,Gaseous H2 Salt Cavern Storage,cost_cap,$/kg,35.6,2019
2037,Gaseous H2 Salt Cavern Storage,cost_cap,$/kg,35.6,2019
2038,Gaseous H2 Salt Cavern Storage,cost_cap,$/kg,35.6,2019
2039,Gaseous H2 Salt Cavern Storage,cost_cap,$/kg,35.6,2019
2040,Gaseous H2 Salt Cavern Storage,cost_cap,$/kg,35.6,2019
2041,Gaseous H2 Salt Cavern Storage,cost_cap,$/kg,35.6,2019
2042,Gaseous H2 Salt Cavern Storage,cost_cap,$/kg,35.6,2019
2043,Gaseous H2 Salt Cavern Storage,cost_cap,$/kg,35.6,2019
2044,Gaseous H2 Salt Cavern Storage,cost_cap,$/kg,35.6,2019
2045,Gaseous H2 Salt Cavern Storage,cost_cap,$/kg,35.6,2019
2046,Gaseous H2 Salt Cavern Storage,cost_cap,$/kg,35.6,2019
2047,Gaseous H2 Salt Cavern Storage,cost_cap,$/kg,35.6,2019
2048,Gaseous H2 Salt Cavern Storage,cost_cap,$/kg,35.6,2019
2049,Gaseous H2 Salt Cavern Storage,cost_cap,$/kg,35.6,2019
2050,Gaseous H2 Salt Cavern Storage,cost_cap,$/kg,35.6,2019
2010,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2011,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2012,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2013,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2014,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2015,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2016,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2017,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2018,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2019,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2020,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2021,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2022,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2023,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2024,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2025,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2026,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2027,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2028,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2029,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2030,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2031,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2032,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2033,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2034,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2035,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2036,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2037,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2038,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2039,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2040,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2041,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2042,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2043,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2044,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2045,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2046,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2047,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2048,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2049,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2050,Gaseous H2 Salt Cavern Storage,fom,$/(tonne-year),1033.3,2019
2010,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2011,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2012,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2013,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2014,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2015,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2016,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2017,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2018,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2019,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2020,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2021,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2022,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2023,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2024,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2025,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2026,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2027,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2028,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2029,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2030,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2031,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2032,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2033,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2034,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2035,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2036,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2037,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2038,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2039,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2040,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2041,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2042,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2043,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2044,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2045,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2046,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2047,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2048,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2049,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2050,Gaseous H2 Salt Cavern Storage,lifetime,yr,30,2019
2010,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2011,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2012,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2013,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2014,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2015,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2016,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2017,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2018,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2019,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2020,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2021,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2022,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2023,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2024,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2025,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2026,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2027,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2028,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2029,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2030,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2031,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2032,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2033,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2034,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2035,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2036,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2037,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2038,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2039,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
2040,Gaseous H2 Salt Cavern Storage,elec_efficiency,kwh/kg,0.008426499,2019
