"Dim1","Dim2","Dim3","Val"
"p129","east","2022",0.0859278441527868
"p129","east","2023",0.0910340858220886
"p129","east","2024",0.0922562435798144
"p129","east","2025",0.0928869842398814
"p129","east","2026",0.107026453992158
"p129","east","2027",0.0812229952084995
"p129","east","2028",0.0967058200123642
"p129","east","2029",0.117055334232817
"p129","east","2030",0.12581566168393
"p129","east","2031",0.124084459947864
"p129","east","2032",0.13165571814482
"p129","east","2033",0.13670188076766
"p129","east","2034",0.138919794703644
"p129","east","2035",0.139036179922157
"p129","east","2036",0.145663953881292
"p129","east","2037",0.143368738606038
"p129","east","2038",0.148121810084198
"p129","east","2039",0.150149630609088
"p129","east","2040",0.146822951281896
"p129","east","2041",0.146822951281896
"p129","east","2042",0.146822951281896
"p129","east","2043",0.146822951281896
"p129","east","2044",0.146822951281896
"p129","east","2045",0.146822951281896
"p129","east","2046",0.146822951281896
"p129","east","2047",0.146822951281896
"p129","east","2048",0.146822951281896
"p129","east","2049",0.146822951281896
"p129","east","2050",0.146822951281896
"p134","east","2010",0.0555966618622716
"p134","east","2011",0.194095418738019
"p134","east","2012",0.125690229469044
"p134","east","2013",0.428727702989306
"p134","east","2014",0.485120408326682
"p134","east","2015",0.574488338886245
"p134","east","2016",0.731316725968888
"p134","east","2017",0.944622588690385
"p134","east","2018",0.931500164327899
"p134","east","2019",0.46927903700858
"p134","east","2020",0.364559294711001
"p134","east","2021",0.441016842381833
"p134","east","2022",0.419443777927681
"p134","east","2023",0.417341881435058
"p134","east","2024",0.407912260974669
"p134","east","2025",0.369872578111363
"p134","east","2026",0.467469145780782
"p134","east","2027",0.503693834669695
"p134","east","2028",0.473729441096747
"p134","east","2029",0.546664058695322
"p134","east","2030",0.532480202116638
"p134","east","2031",0.521023157132989
"p134","east","2032",0.523954128707881
"p134","east","2033",0.520235365559988
"p134","east","2034",0.515697462872719
"p134","east","2035",0.508818867471756
"p134","east","2036",0.482843905596697
"p134","east","2037",0.469428291048254
"p134","east","2038",0.474027583628621
"p134","east","2039",0.470151113527719
"p134","east","2040",0.485871951342316
"p134","east","2041",0.485871951342316
"p134","east","2042",0.485871951342316
"p134","east","2043",0.485871951342316
"p134","east","2044",0.485871951342316
"p134","east","2045",0.485871951342316
"p134","east","2046",0.485871951342316
"p134","east","2047",0.485871951342316
"p134","east","2048",0.485871951342316
"p134","east","2049",0.485871951342316
"p134","east","2050",0.485871951342316
