Origin,Destination,Company,LineName,CanadianSite,AmericanSite,County,voltage,num_lines,line_ID
Quebec,New York,Quebec Hydro - Hydro-Quebec,CHPE_400,Hertel,Astoria Annex,Queens,400,1,Hertel-Astoria Annex_400
