i,r,t,Value
o-g-s,p113,2038,8672.4
o-g-s,p114,2010,186358.694469
o-g-s,p114,2015,232487.691312
o-g-s,p114,2020,252946.712811
o-g-s,p114,2023,150907.711443
o-g-s,p114,2026,49406.4
o-g-s,p114,2029,49406.4
o-g-s,p114,2032,49406.4
o-g-s,p114,2035,19972.8
o-g-s,p114,2038,19972.8
o-g-s,p114,2041,19972.8
o-g-s,p114,2044,118990.521228
o-g-s,p114,2047,109618.548927
o-g-s,p114,2050,118444.936152
o-g-s,p115,2010,17727.999201
o-g-s,p115,2015,14123.5293
o-g-s,p115,2020,11247.84
o-g-s,p115,2023,11247.84
o-g-s,p115,2026,11247.84
o-g-s,p115,2029,11247.84
o-g-s,p115,2032,11247.84
o-g-s,p116,2010,5781.6
o-g-s,p116,2015,5781.6
o-g-s,p116,2020,5781.6
o-g-s,p116,2023,5781.6
o-g-s,p116,2026,5781.6
o-g-s,p116,2029,5781.6
o-g-s,p116,2032,5781.6
o-g-s,p118,2010,970950.78414
o-g-s,p118,2015,243405.36
o-g-s,p118,2020,244982.16
o-g-s,p118,2023,244982.16
o-g-s,p118,2026,244982.16
o-g-s,p118,2029,244982.16
o-g-s,p118,2032,244982.16
o-g-s,p118,2035,3206.16
o-g-s,p118,2038,3206.16
o-g-s,p118,2041,3206.16
o-g-s,p118,2044,3206.16
o-g-s,p12,2010,178704.0
o-g-s,p12,2015,178704.0
o-g-s,p12,2020,194711.184021
o-g-s,p12,2023,178704.0
o-g-s,p12,2026,178704.0
o-g-s,p12,2029,56764.8
o-g-s,p12,2032,56764.8
o-g-s,p12,2035,56764.8
o-g-s,p12,2038,56764.8
o-g-s,p12,2041,56764.8
o-g-s,p12,2044,56764.8
o-g-s,p12,2047,56764.8
o-g-s,p123,2010,2232520.327189
o-g-s,p123,2015,1511467.92
o-g-s,p123,2020,1510521.84
o-g-s,p123,2023,1487290.32
o-g-s,p123,2026,907395.84
o-g-s,p123,2029,900878.4
o-g-s,p123,2032,900878.4
o-g-s,p123,2035,680126.4
o-g-s,p123,2038,680126.4
o-g-s,p123,2041,630036.72
o-g-s,p123,2044,629826.48
o-g-s,p123,2047,626672.88
o-g-s,p123,2050,313940.88
o-g-s,p124,2010,1226131.360916
o-g-s,p124,2015,215626.9908
o-g-s,p124,2020,244254.761946
o-g-s,p124,2023,196574.4
o-g-s,p124,2026,196574.4
o-g-s,p124,2029,196574.4
o-g-s,p124,2032,196574.4
o-g-s,p124,2035,174236.4
o-g-s,p124,2038,174236.4
o-g-s,p124,2041,174236.4
o-g-s,p124,2044,172974.96
o-g-s,p125,2010,1431641.070721
o-g-s,p125,2015,492329.52
o-g-s,p125,2020,493012.8
o-g-s,p125,2023,438823.44
o-g-s,p125,2026,438823.44
o-g-s,p125,2029,438823.44
o-g-s,p125,2032,438823.44
o-g-s,p125,2035,335227.68
o-g-s,p125,2038,335227.68
o-g-s,p125,2041,245350.08
o-g-s,p125,2044,132104.67655
o-g-s,p125,2047,81539.049723
o-g-s,p125,2050,15137.28
o-g-s,p126,2010,22811.04
o-g-s,p126,2015,27808.106856
o-g-s,p126,2020,68363.358799
o-g-s,p126,2023,24650.64
o-g-s,p126,2026,24650.64
o-g-s,p126,2029,24650.64
o-g-s,p126,2032,24650.64
o-g-s,p126,2035,35412.522
o-g-s,p126,2038,14348.88
o-g-s,p126,2041,13875.84
o-g-s,p126,2044,13875.84
o-g-s,p126,2047,13875.84
o-g-s,p126,2050,13875.84
o-g-s,p127,2010,15739156.161429
o-g-s,p127,2015,11786818.339714
o-g-s,p127,2020,13161561.121621
o-g-s,p127,2023,9098709.485986
o-g-s,p127,2026,6160651.190434
o-g-s,p127,2029,5951752.252192
o-g-s,p127,2032,4580919.36
o-g-s,p127,2035,4303925.977651
o-g-s,p127,2038,3074392.08
o-g-s,p128,2010,9167286.179116
o-g-s,p128,2015,4966730.014322
o-g-s,p128,2020,1897626.24
o-g-s,p128,2023,1900727.28
o-g-s,p128,2026,1900727.28
o-g-s,p128,2029,1075689.745767
o-g-s,p128,2032,922007.190344
o-g-s,p128,2035,500843.910344
o-g-s,p128,2038,500843.910344
o-g-s,p129,2010,216555.669822
o-g-s,p129,2015,68328.0
o-g-s,p129,2020,68328.0
o-g-s,p129,2023,66225.6
o-g-s,p129,2026,61810.56
o-g-s,p129,2029,61810.56
o-g-s,p129,2032,61810.56
o-g-s,p129,2035,23757.12
o-g-s,p129,2038,23757.12
o-g-s,p129,2041,23757.12
o-g-s,p129,2044,70234.597475
o-g-s,p129,2047,71757.765233
o-g-s,p129,2050,23757.12
o-g-s,p130,2010,253496.88
o-g-s,p130,2015,253496.88
o-g-s,p130,2020,253496.88
o-g-s,p130,2023,253496.88
o-g-s,p130,2026,253496.88
o-g-s,p130,2029,242629.680271
o-g-s,p130,2032,161554.982654
o-g-s,p130,2035,118403.222654
o-g-s,p130,2038,118403.222654
o-g-s,p130,2041,118403.222654
o-g-s,p130,2044,118403.222654
o-g-s,p130,2047,118403.222654
o-g-s,p131,2010,9093804.030836
o-g-s,p131,2015,1319886.72
o-g-s,p131,2020,1320990.48
o-g-s,p131,2023,973516.32
o-g-s,p131,2026,973516.32
o-g-s,p131,2029,449978.728241
o-g-s,p131,2032,220974.808241
o-g-s,p131,2035,123738.808241
o-g-s,p131,2038,123738.808241
o-g-s,p131,2041,123738.808241
o-g-s,p131,2044,196790.092993
o-g-s,p131,2047,169576.610305
o-g-s,p131,2050,123738.808241
o-g-s,p132,2010,2165263.013796
o-g-s,p132,2015,1488814.56
o-g-s,p132,2020,1504109.52
o-g-s,p132,2023,1423324.8
o-g-s,p132,2026,1427529.6
o-g-s,p132,2029,1325392.621461
o-g-s,p132,2032,1303488.0
o-g-s,p132,2035,1114639.92
o-g-s,p132,2038,1114639.92
o-g-s,p132,2041,1114639.92
o-g-s,p132,2044,1394120.38783
o-g-s,p132,2047,1302646.607889
o-g-s,p132,2050,399508.56
o-g-s,p133,2010,7471.3338
o-g-s,p133,2015,2417.76
o-g-s,p133,2020,3731.76
o-g-s,p133,2023,3731.76
o-g-s,p133,2026,3731.76
o-g-s,p133,2029,3731.76
o-g-s,p133,2032,3731.76
o-g-s,p133,2035,3731.76
o-g-s,p133,2038,3731.76
o-g-s,p133,2041,3731.76
o-g-s,p133,2044,4583.09916
o-g-s,p133,2047,4497.08994
o-g-s,p133,2050,3731.76
o-g-s,p134,2010,1256656.16842
o-g-s,p134,2015,442712.88
o-g-s,p134,2020,442712.88
o-g-s,p134,2023,442712.88
o-g-s,p134,2026,442712.88
o-g-s,p134,2029,393359.04
o-g-s,p134,2032,393359.04
o-g-s,p134,2035,325083.6
o-g-s,p134,2038,325083.6
o-g-s,p134,2041,266794.56
o-g-s,p134,2044,266794.56
o-g-s,p134,2047,266794.56
o-g-s,p134,2050,266794.56
o-g-s,p15,2010,2838.24
o-g-s,p15,2015,2838.24
o-g-s,p15,2020,2838.24
o-g-s,p15,2023,2838.24
o-g-s,p15,2026,2838.24
o-g-s,p15,2029,2838.24
o-g-s,p15,2032,2838.24
o-g-s,p20,2010,27331.2
o-g-s,p20,2015,27331.2
o-g-s,p20,2020,27331.2
o-g-s,p20,2023,27331.2
o-g-s,p20,2026,27331.2
o-g-s,p20,2029,27331.2
o-g-s,p20,2032,27331.2
o-g-s,p20,2035,27331.2
o-g-s,p20,2038,19417.352508
o-g-s,p21,2010,3097934.332208
o-g-s,p21,2015,694685.52
o-g-s,p21,2020,1824594.514143
o-g-s,p21,2023,694685.52
o-g-s,p21,2026,694685.52
o-g-s,p21,2029,563811.12
o-g-s,p21,2032,563811.12
o-g-s,p21,2035,562392.0
o-g-s,p25,2010,139441.68
o-g-s,p25,2015,144592.56
o-g-s,p25,2020,144592.56
o-g-s,p25,2023,144592.56
o-g-s,p25,2026,144592.56
o-g-s,p25,2029,144592.56
o-g-s,p25,2032,19762.56
o-g-s,p25,2035,19762.56
o-g-s,p25,2038,12404.16
o-g-s,p25,2041,12404.16
o-g-s,p25,2044,12404.16
o-g-s,p25,2047,12404.16
o-g-s,p25,2050,5991.84
o-g-s,p31,2010,209451.6
o-g-s,p31,2015,209451.6
o-g-s,p31,2020,248047.02925
o-g-s,p31,2023,209451.6
o-g-s,p31,2026,185799.6
o-g-s,p31,2029,161622.0
o-g-s,p31,2032,161622.0
o-g-s,p32,2010,5256.0
o-g-s,p32,2015,5256.0
o-g-s,p32,2020,5256.0
o-g-s,p32,2023,5256.0
o-g-s,p32,2026,5256.0
o-g-s,p32,2029,5256.0
o-g-s,p32,2032,5256.0
o-g-s,p33,2010,1011695.71834
o-g-s,p33,2015,164092.32
o-g-s,p33,2020,719860.115619
o-g-s,p33,2023,164092.32
o-g-s,p33,2026,164092.32
o-g-s,p33,2029,1156.32
o-g-s,p33,2032,1156.32
o-g-s,p34,2010,180648.72
o-g-s,p34,2015,180648.72
o-g-s,p34,2020,173080.08
o-g-s,p34,2023,103438.08
o-g-s,p34,2026,103438.08
o-g-s,p34,2029,50878.08
o-g-s,p34,2032,50878.08
o-g-s,p34,2035,9303.12
o-g-s,p34,2038,9303.12
o-g-s,p34,2041,9303.12
o-g-s,p34,2044,8935.2
o-g-s,p34,2047,8935.2
o-g-s,p34,2050,5939.28
o-g-s,p37,2010,25544.16
o-g-s,p37,2015,76474.8
o-g-s,p37,2020,106602.527837
o-g-s,p37,2023,99549.525627
o-g-s,p37,2026,69011.28
o-g-s,p37,2029,58289.04
o-g-s,p37,2032,58289.04
o-g-s,p37,2035,56186.64
o-g-s,p37,2038,56186.64
o-g-s,p37,2041,56186.64
o-g-s,p37,2044,56186.64
o-g-s,p37,2047,56186.64
o-g-s,p37,2050,56186.64
o-g-s,p38,2010,145483.574261
o-g-s,p38,2015,103543.2
o-g-s,p38,2020,103543.2
o-g-s,p38,2023,103543.2
o-g-s,p38,2026,103543.2
o-g-s,p38,2029,9250.56
o-g-s,p38,2032,9250.56
o-g-s,p38,2035,3942.0
o-g-s,p38,2038,3942.0
o-g-s,p38,2041,3942.0
o-g-s,p38,2044,3942.0
o-g-s,p38,2047,3942.0
o-g-s,p38,2050,3942.0
o-g-s,p39,2010,19091.997559
o-g-s,p39,2015,4835.52
o-g-s,p39,2020,4835.52
o-g-s,p39,2023,3784.32
o-g-s,p39,2026,3784.32
o-g-s,p39,2029,3784.32
o-g-s,p39,2032,3258.72
o-g-s,p40,2010,322084.648488
o-g-s,p40,2015,162515.52
o-g-s,p40,2020,162515.52
o-g-s,p40,2023,159151.68
o-g-s,p40,2026,159151.68
o-g-s,p40,2029,159151.68
o-g-s,p40,2032,158626.08
o-g-s,p40,2035,14821.92
o-g-s,p40,2038,14138.64
o-g-s,p40,2041,14138.64
o-g-s,p40,2044,13875.84
o-g-s,p40,2047,8251.92
o-g-s,p40,2050,4204.8
o-g-s,p41,2010,771709.788743
o-g-s,p41,2015,232893.36
o-g-s,p41,2020,234995.76
o-g-s,p41,2023,234995.76
o-g-s,p41,2026,108851.76
o-g-s,p41,2029,108851.76
o-g-s,p41,2032,107695.44
o-g-s,p41,2035,13297.68
o-g-s,p41,2038,10564.56
o-g-s,p41,2041,10564.56
o-g-s,p41,2044,8619.84
o-g-s,p41,2047,5150.88
o-g-s,p41,2050,2943.36
o-g-s,p42,2010,14364.1287
o-g-s,p42,2015,15768.0
o-g-s,p42,2020,15768.0
o-g-s,p42,2023,15768.0
o-g-s,p42,2026,15768.0
o-g-s,p42,2029,15768.0
o-g-s,p42,2032,15768.0
o-g-s,p42,2035,8567.28
o-g-s,p42,2038,8567.28
o-g-s,p42,2041,8567.28
o-g-s,p42,2044,8567.28
o-g-s,p42,2047,8567.28
o-g-s,p42,2050,8567.28
o-g-s,p43,2010,1294227.175948
o-g-s,p43,2015,351941.76
o-g-s,p43,2020,339695.28
o-g-s,p43,2023,326923.2
o-g-s,p43,2026,247767.84
o-g-s,p43,2029,177968.16
o-g-s,p43,2032,172712.16
o-g-s,p43,2035,62178.48
o-g-s,p43,2038,62178.48
o-g-s,p43,2041,61547.76
o-g-s,p43,2044,59970.96
o-g-s,p43,2047,56607.12
o-g-s,p43,2050,43624.8
o-g-s,p44,2010,98966.288248
o-g-s,p44,2015,26069.76
o-g-s,p44,2020,26069.76
o-g-s,p44,2023,29328.48
o-g-s,p44,2026,29328.48
o-g-s,p44,2029,29328.48
o-g-s,p44,2032,29328.48
o-g-s,p44,2035,19079.28
o-g-s,p44,2038,19079.28
o-g-s,p44,2041,19079.28
o-g-s,p44,2044,19079.28
o-g-s,p44,2047,19079.28
o-g-s,p44,2050,19079.28
o-g-s,p45,2010,309484.351841
o-g-s,p45,2015,150584.4
o-g-s,p45,2020,151583.04
o-g-s,p45,2023,151950.96
o-g-s,p45,2026,148482.0
o-g-s,p45,2029,145486.08
o-g-s,p45,2032,145486.08
o-g-s,p45,2035,100126.8
o-g-s,p45,2038,99023.04
o-g-s,p45,2041,60444.0
o-g-s,p45,2044,55818.72
o-g-s,p45,2047,51088.32
o-g-s,p45,2050,28802.88
o-g-s,p46,2010,195766.807378
o-g-s,p46,2015,135447.12
o-g-s,p46,2020,135447.12
o-g-s,p46,2023,132819.12
o-g-s,p46,2026,103227.84
o-g-s,p46,2029,99864.0
o-g-s,p46,2032,37317.6
o-g-s,p46,2035,16556.4
o-g-s,p46,2038,15715.44
o-g-s,p46,2041,14454.0
o-g-s,p46,2044,14454.0
o-g-s,p46,2047,12772.08
o-g-s,p46,2050,8830.08
o-g-s,p47,2010,1506855.872767
o-g-s,p47,2015,873547.377878
o-g-s,p47,2020,1089220.855489
o-g-s,p47,2023,962681.456353
o-g-s,p47,2026,107748.0
o-g-s,p48,2010,6431688.895957
o-g-s,p48,2015,2372648.942016
o-g-s,p48,2020,3483059.495496
o-g-s,p48,2023,2533056.336781
o-g-s,p48,2026,1244095.2
o-g-s,p50,2010,12208163.843038
o-g-s,p50,2015,6210941.459313
o-g-s,p50,2020,9350101.241836
o-g-s,p50,2023,7779446.067714
o-g-s,p50,2026,1644865.2
o-g-s,p50,2029,839864.729534
o-g-s,p50,2032,839864.729534
o-g-s,p50,2035,839864.729534
o-g-s,p50,2038,801802.8
o-g-s,p50,2041,801802.8
o-g-s,p50,2044,801802.8
o-g-s,p50,2047,539002.8
o-g-s,p50,2050,2102.4
o-g-s,p51,2010,10924421.394382
o-g-s,p51,2015,5176215.830125
o-g-s,p51,2020,7806511.018345
o-g-s,p51,2023,6477233.834244
o-g-s,p51,2026,1404981.36
o-g-s,p51,2029,1404981.36
o-g-s,p51,2032,1316680.56
o-g-s,p51,2035,1225699.2
o-g-s,p51,2038,1225699.2
o-g-s,p51,2041,1225699.2
o-g-s,p51,2044,1225699.2
o-g-s,p51,2047,997588.8
o-g-s,p51,2050,758966.4
o-g-s,p52,2010,190141.861248
o-g-s,p52,2015,76737.6
o-g-s,p52,2020,81468.0
o-g-s,p52,2023,81468.0
o-g-s,p52,2026,83465.28
o-g-s,p52,2029,32324.4
o-g-s,p52,2032,32324.4
o-g-s,p52,2035,14191.2
o-g-s,p52,2038,14191.2
o-g-s,p52,2041,14191.2
o-g-s,p52,2044,12088.8
o-g-s,p52,2047,9460.8
o-g-s,p52,2050,9460.8
o-g-s,p53,2010,594768.96
o-g-s,p53,2015,598816.08
o-g-s,p53,2020,609748.56
o-g-s,p53,2023,614741.76
o-g-s,p53,2026,586569.6
o-g-s,p53,2029,64729.507969
o-g-s,p53,2032,64729.507969
o-g-s,p53,2035,23680.147969
o-g-s,p53,2038,23680.147969
o-g-s,p53,2041,17688.307969
o-g-s,p53,2044,17688.307969
o-g-s,p53,2047,17688.307969
o-g-s,p53,2050,16847.347969
o-g-s,p54,2010,750631.9932
o-g-s,p54,2015,491097.311068
o-g-s,p54,2020,471539.6598
o-g-s,p54,2023,459828.369
o-g-s,p54,2026,372100.113
o-g-s,p54,2029,278305.2
o-g-s,p54,2032,228583.44
o-g-s,p54,2035,49879.44
o-g-s,p54,2038,46568.16
o-g-s,p54,2041,21917.52
o-g-s,p54,2044,19815.12
o-g-s,p54,2047,19815.12
o-g-s,p54,2050,16030.8
o-g-s,p55,2010,124973.721
o-g-s,p55,2015,113004.0
o-g-s,p55,2020,32061.6
o-g-s,p55,2023,32061.6
o-g-s,p55,2026,26280.0
o-g-s,p57,2010,2897898.266938
o-g-s,p57,2015,2916476.739827
o-g-s,p57,2020,3852401.702841
o-g-s,p57,2023,3581170.204956
o-g-s,p57,2026,643860.0
o-g-s,p57,2029,643860.0
o-g-s,p57,2032,643860.0
o-g-s,p57,2035,643860.0
o-g-s,p57,2038,643860.0
o-g-s,p57,2041,552405.6
o-g-s,p57,2044,552405.6
o-g-s,p57,2047,179755.2
o-g-s,p58,2010,21971654.009922
o-g-s,p58,2015,20376265.009106
o-g-s,p58,2020,24256817.026504
o-g-s,p58,2023,22174074.701194
o-g-s,p58,2026,5937165.080145
o-g-s,p58,2029,2953914.334669
o-g-s,p58,2032,1511047.44
o-g-s,p58,2035,777835.44
o-g-s,p58,2038,777835.44
o-g-s,p58,2041,777835.44
o-g-s,p58,2044,777835.44
o-g-s,p58,2047,569895.283874
o-g-s,p58,2050,333545.76
o-g-s,p59,2010,620664.358276
o-g-s,p59,2015,667192.503612
o-g-s,p59,2020,601054.004423
o-g-s,p59,2023,586919.23749
o-g-s,p59,2026,124041.6
o-g-s,p59,2029,47304.0
o-g-s,p60,2010,616965.7503
o-g-s,p60,2015,423940.156333
o-g-s,p60,2020,361125.79458
o-g-s,p60,2023,398237.379976
o-g-s,p60,2026,208663.2
o-g-s,p60,2029,208663.2
o-g-s,p60,2032,208663.2
o-g-s,p60,2035,208663.2
o-g-s,p62,2015,167867.881418
o-g-s,p62,2020,147737.383785
o-g-s,p62,2023,125224.078815
o-g-s,p62,2026,23652.0
o-g-s,p62,2029,23652.0
o-g-s,p62,2032,23652.0
o-g-s,p62,2035,23652.0
o-g-s,p62,2038,23652.0
o-g-s,p62,2041,23652.0
o-g-s,p62,2044,32940.86589
o-g-s,p62,2047,31151.03508
o-g-s,p62,2050,23652.0
o-g-s,p63,2010,9184844.574648
o-g-s,p63,2015,8353774.896846
o-g-s,p63,2020,9521337.327278
o-g-s,p63,2023,8651007.912694
o-g-s,p63,2026,2788781.04
o-g-s,p63,2029,2767231.44
o-g-s,p63,2032,2703108.24
o-g-s,p63,2035,2324676.24
o-g-s,p63,2038,2127576.24
o-g-s,p63,2041,1740209.04
o-g-s,p63,2044,1236684.24
o-g-s,p63,2047,912389.04
o-g-s,p63,2050,535008.24
o-g-s,p64,2010,4815873.332774
o-g-s,p64,2015,5119919.768584
o-g-s,p64,2020,4268744.207884
o-g-s,p64,2023,2468186.022098
o-g-s,p64,2026,381585.6
o-g-s,p64,2029,381585.6
o-g-s,p64,2032,381585.6
o-g-s,p64,2035,381585.6
o-g-s,p64,2038,381585.6
o-g-s,p64,2041,310104.0
o-g-s,p64,2044,316427.98404
o-g-s,p64,2047,62546.4
o-g-s,p64,2050,62546.4
o-g-s,p65,2010,3041867.009181
o-g-s,p65,2015,2741430.607101
o-g-s,p65,2020,2307873.343358
o-g-s,p65,2023,2349672.396722
o-g-s,p65,2026,464157.36
o-g-s,p65,2029,27909.36
o-g-s,p65,2032,27909.36
o-g-s,p65,2035,27909.36
o-g-s,p65,2038,27909.36
o-g-s,p65,2041,59846.096662
o-g-s,p65,2044,82443.511412
o-g-s,p65,2047,87780.648386
o-g-s,p65,2050,82278.625603
o-g-s,p66,2010,8732049.289397
o-g-s,p66,2015,8853265.800753
o-g-s,p66,2020,10079345.04757
o-g-s,p66,2023,8715446.577794
o-g-s,p66,2026,1274895.36
o-g-s,p66,2029,1274895.36
o-g-s,p66,2032,1274895.36
o-g-s,p66,2035,1012095.36
o-g-s,p66,2038,1012095.36
o-g-s,p66,2041,1012095.36
o-g-s,p66,2044,1012095.36
o-g-s,p66,2047,226848.96
o-g-s,p66,2050,226848.96
o-g-s,p67,2010,4503213.651492
o-g-s,p67,2015,4763739.079817
o-g-s,p67,2020,5095051.436273
o-g-s,p67,2023,5495773.053242
o-g-s,p67,2026,600340.32
o-g-s,p67,2029,600340.32
o-g-s,p67,2032,600340.32
o-g-s,p67,2035,422687.52
o-g-s,p67,2038,296543.52
o-g-s,p67,2041,403054.697854
o-g-s,p67,2044,102334.51364
o-g-s,p67,2047,101513.895552
o-g-s,p67,2050,93068.180197
o-g-s,p68,2010,436324.609791
o-g-s,p68,2015,111424.388077
o-g-s,p68,2020,102085.68554
o-g-s,p68,2023,99008.795979
o-g-s,p68,2026,97393.68
o-g-s,p68,2029,97393.68
o-g-s,p68,2032,97393.68
o-g-s,p68,2035,58078.8
o-g-s,p68,2038,58078.8
o-g-s,p68,2041,58078.8
o-g-s,p68,2044,54609.84
o-g-s,p68,2047,47409.12
o-g-s,p68,2050,40681.44
o-g-s,p69,2010,211110.3102
o-g-s,p69,2015,78997.68
o-g-s,p69,2020,78997.68
o-g-s,p69,2023,78945.12
o-g-s,p69,2026,78945.12
o-g-s,p69,2029,78314.4
o-g-s,p69,2032,78314.4
o-g-s,p69,2035,45254.16
o-g-s,p69,2038,44676.0
o-g-s,p69,2041,43099.2
o-g-s,p69,2044,39420.0
o-g-s,p69,2047,36686.88
o-g-s,p69,2050,11037.6
o-g-s,p70,2010,2628444.225548
o-g-s,p70,2015,837511.957974
o-g-s,p70,2020,1055230.923743
o-g-s,p70,2023,732077.594159
o-g-s,p70,2026,515107.962878
o-g-s,p70,2029,408654.0
o-g-s,p70,2032,372650.4
o-g-s,p70,2035,317672.64
o-g-s,p70,2038,312626.88
o-g-s,p70,2041,311260.32
o-g-s,p70,2044,149165.28
o-g-s,p70,2047,143331.12
o-g-s,p70,2050,111637.44
o-g-s,p71,2010,65436.6954
o-g-s,p71,2015,27699.12
o-g-s,p71,2020,31903.92
o-g-s,p71,2023,26227.44
o-g-s,p71,2026,26227.44
o-g-s,p71,2029,26227.44
o-g-s,p71,2032,24650.64
o-g-s,p71,2035,20971.44
o-g-s,p71,2038,20971.44
o-g-s,p71,2041,18343.44
o-g-s,p71,2044,15820.56
o-g-s,p71,2047,15820.56
o-g-s,p71,2050,13140.0
o-g-s,p72,2010,1138923.88698
o-g-s,p72,2015,315780.48
o-g-s,p72,2020,315780.48
o-g-s,p72,2023,168612.48
o-g-s,p72,2026,168612.48
o-g-s,p72,2029,82203.84
o-g-s,p72,2032,82203.84
o-g-s,p72,2035,15768.0
o-g-s,p72,2038,15768.0
o-g-s,p72,2041,15768.0
o-g-s,p72,2044,15768.0
o-g-s,p72,2047,15768.0
o-g-s,p72,2050,14191.2
o-g-s,p74,2010,38053.44
o-g-s,p74,2015,38053.44
o-g-s,p74,2020,28592.64
o-g-s,p74,2023,19447.2
o-g-s,p74,2026,19447.2
o-g-s,p74,2029,8935.2
o-g-s,p74,2032,8935.2
o-g-s,p75,2010,488194.194063
o-g-s,p75,2015,256453.381165
o-g-s,p75,2020,339856.799869
o-g-s,p75,2023,216773.26343
o-g-s,p75,2026,41207.04
o-g-s,p75,2029,41207.04
o-g-s,p75,2032,41207.04
o-g-s,p75,2035,32376.96
o-g-s,p75,2038,32376.96
o-g-s,p75,2041,32376.96
o-g-s,p75,2044,32376.96
o-g-s,p75,2047,30695.04
o-g-s,p75,2050,30695.04
o-g-s,p76,2010,52636.704073
o-g-s,p76,2015,7463.52
o-g-s,p76,2020,7463.52
o-g-s,p76,2023,7463.52
o-g-s,p76,2026,7463.52
o-g-s,p76,2029,6202.08
o-g-s,p76,2032,6202.08
o-g-s,p76,2035,4415.04
o-g-s,p76,2038,4415.04
o-g-s,p76,2041,4415.04
o-g-s,p76,2044,4415.04
o-g-s,p76,2047,4415.04
o-g-s,p76,2050,4415.04
o-g-s,p77,2010,26816.157
o-g-s,p77,2015,7936.56
o-g-s,p77,2020,7936.56
o-g-s,p77,2023,7936.56
o-g-s,p77,2026,7936.56
o-g-s,p77,2029,7936.56
o-g-s,p77,2032,7936.56
o-g-s,p77,2035,6675.12
o-g-s,p77,2038,6675.12
o-g-s,p77,2041,5886.72
o-g-s,p77,2044,5886.72
o-g-s,p77,2047,5886.72
o-g-s,p77,2050,3048.48
o-g-s,p78,2010,298327.708688
o-g-s,p78,2015,121367.197609
o-g-s,p78,2020,77893.92
o-g-s,p78,2023,77893.92
o-g-s,p78,2026,77893.92
o-g-s,p78,2029,77893.92
o-g-s,p78,2032,77893.92
o-g-s,p78,2035,27594.0
o-g-s,p78,2038,27594.0
o-g-s,p78,2041,27594.0
o-g-s,p78,2044,27594.0
o-g-s,p78,2047,27594.0
o-g-s,p78,2050,27594.0
o-g-s,p79,2010,5514416.308205
o-g-s,p79,2015,7073908.776941
o-g-s,p79,2020,6945442.32327
o-g-s,p79,2023,6466697.394413
o-g-s,p79,2026,4025587.466441
o-g-s,p79,2029,807389.928
o-g-s,p79,2032,807389.928
o-g-s,p79,2035,833457.034929
o-g-s,p79,2038,805970.808
o-g-s,p79,2041,805970.808
o-g-s,p79,2044,3061379.363137
o-g-s,p79,2047,2886497.296223
o-g-s,p79,2050,3109202.782546
o-g-s,p80,2010,7389265.55355
o-g-s,p80,2015,5877216.705154
o-g-s,p80,2020,6316148.919383
o-g-s,p80,2023,211028.4
o-g-s,p80,2026,211028.4
o-g-s,p80,2029,208295.28
o-g-s,p80,2032,208295.28
o-g-s,p80,2035,27699.12
o-g-s,p80,2038,27699.12
o-g-s,p80,2041,27699.12
o-g-s,p80,2044,104773.851485
o-g-s,p81,2010,415000.674168
o-g-s,p81,2015,177877.701929
o-g-s,p81,2020,182426.225958
o-g-s,p81,2023,110347.614876
o-g-s,p81,2026,68853.6
o-g-s,p81,2029,66751.2
o-g-s,p81,2032,65174.4
o-g-s,p81,2035,34479.36
o-g-s,p81,2038,33112.8
o-g-s,p81,2041,33112.8
o-g-s,p81,2044,28750.32
o-g-s,p82,2010,103253.040256
o-g-s,p82,2015,23054.379362
o-g-s,p82,2020,62472.448434
o-g-s,p82,2023,28806.885826
o-g-s,p82,2026,17134.56
o-g-s,p82,2029,17134.56
o-g-s,p82,2032,17134.56
o-g-s,p82,2035,2680.56
o-g-s,p82,2038,2680.56
o-g-s,p82,2041,2680.56
o-g-s,p82,2044,2680.56
o-g-s,p83,2010,310112.7651
o-g-s,p83,2015,193790.311173
o-g-s,p83,2020,168157.855783
o-g-s,p83,2023,104530.960078
o-g-s,p83,2026,48144.96
o-g-s,p83,2029,48144.96
o-g-s,p83,2032,48144.96
o-g-s,p83,2035,40103.28
o-g-s,p83,2038,40103.28
o-g-s,p83,2041,40103.28
o-g-s,p83,2044,40103.28
o-g-s,p84,2010,35112.787539
o-g-s,p84,2015,19920.24
o-g-s,p84,2020,19920.24
o-g-s,p84,2023,19920.24
o-g-s,p84,2026,19920.24
o-g-s,p84,2029,19920.24
o-g-s,p84,2032,19920.24
o-g-s,p84,2035,6202.08
o-g-s,p84,2038,6202.08
o-g-s,p84,2041,6202.08
o-g-s,p84,2044,6202.08
o-g-s,p85,2010,1772275.247535
o-g-s,p85,2015,1695309.842044
o-g-s,p85,2020,2931076.113264
o-g-s,p85,2023,2580446.918065
o-g-s,p85,2026,412490.88
o-g-s,p87,2010,5302735.967808
o-g-s,p87,2015,5155890.759078
o-g-s,p87,2020,3544614.941891
o-g-s,p87,2023,1998753.427897
o-g-s,p87,2026,755024.4
o-g-s,p87,2029,383688.0
o-g-s,p87,2032,383688.0
o-g-s,p87,2035,383688.0
o-g-s,p87,2038,383688.0
o-g-s,p87,2041,383688.0
o-g-s,p87,2044,536075.526338
o-g-s,p87,2047,562934.78304
o-g-s,p89,2010,6904988.359577
o-g-s,p89,2015,6471573.992176
o-g-s,p89,2020,5743339.733446
o-g-s,p89,2023,4050767.641086
o-g-s,p89,2026,825034.32
o-g-s,p89,2029,825034.32
