scope,technology,series,scenario,identifiers,metric,year,value,unit,dollar_year,source_type,source_file,source_url,source_years,sources,method,atb_year
reeds,csp,csp3,Moderate,{},capcost,2014,7029.477043834658,USD/kW,2022,calculated,atb_2016_workbook.xlsm | deflator.csv | csp_cost_ratios_2024.csv,https://docs.nlr.gov/docs/fy16osti/66944-DA.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv | https://github.com/ReEDS-Model/ReEDS,[2014],"[{""file"":""atb_2016_workbook.xlsm"",""url"":""https://docs.nlr.gov/docs/fy16osti/66944-DA.xlsm"",""sha256"":""e622248d457ee99cba45474a7a7218a2bfd96f95d698d5a1099e3e2ea1b3b555"",""format"":""workbook"",""location"":""Solar - CSP!L59"",""dollar_year"":2014},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""},{""file"":""csp_cost_ratios_2024.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS"",""sha256"":""169f3e4245529c4eebfaa78691d6de4584d56893be5a6fe3dd650050bb5cc9fa"",""location"":""CSP configuration ratios"",""dollar_year"":""""}]",ATB 2016 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator. CSP configuration ratio=0.709285122138.,2016
reeds,csp,csp3,Moderate,{},capcost,2015,6968.688853202144,USD/kW,2022,calculated,atb_2017_workbook.xlsm | deflator.csv | csp_cost_ratios_2024.csv,https://data.nlr.gov/system/files/71/2017-ATB-data.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv | https://github.com/ReEDS-Model/ReEDS,[2015],"[{""file"":""atb_2017_workbook.xlsm"",""url"":""https://data.nlr.gov/system/files/71/2017-ATB-data.xlsm"",""sha256"":""5712fc8d062ccb40aa6930edbf60ba1f8f4a13c08f7e4e532b78e24fa23ba55d"",""format"":""workbook"",""location"":""Solar - CSP!L59"",""dollar_year"":2015},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""},{""file"":""csp_cost_ratios_2024.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS"",""sha256"":""169f3e4245529c4eebfaa78691d6de4584d56893be5a6fe3dd650050bb5cc9fa"",""location"":""CSP configuration ratios"",""dollar_year"":""""}]",ATB 2017 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator. CSP configuration ratio=0.709285122138.,2017
reeds,csp,csp3,Moderate,{},capcost,2016,6652.229104362816,USD/kW,2022,calculated,atb_2018_workbook.xlsm | deflator.csv | csp_cost_ratios_2024.csv,https://data.nlr.gov/system/files/89/2018-ATB-data-interim-geo.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv | https://github.com/ReEDS-Model/ReEDS,[2016],"[{""file"":""atb_2018_workbook.xlsm"",""url"":""https://data.nlr.gov/system/files/89/2018-ATB-data-interim-geo.xlsm"",""sha256"":""975f5a963c817b0da3f9e762a3458fdbee58f11b3d80656eb3ba528d2901fbdf"",""format"":""workbook"",""location"":""Solar - CSP!L59"",""dollar_year"":2016},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""},{""file"":""csp_cost_ratios_2024.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS"",""sha256"":""169f3e4245529c4eebfaa78691d6de4584d56893be5a6fe3dd650050bb5cc9fa"",""location"":""CSP configuration ratios"",""dollar_year"":""""}]",ATB 2018 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator. CSP configuration ratio=0.709285122138.,2018
reeds,csp,csp3,Moderate,{},capcost,2017,5338.230382901855,USD/kW,2022,calculated,atb_2019_workbook.xlsm | deflator.csv | csp_cost_ratios_2024.csv,https://data.nlr.gov/system/files/115/2019-ATB-data.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv | https://github.com/ReEDS-Model/ReEDS,[2017],"[{""file"":""atb_2019_workbook.xlsm"",""url"":""https://data.nlr.gov/system/files/115/2019-ATB-data.xlsm"",""sha256"":""f7807beb3496c1cfde28ed2a3115abd1d88e968273eb90f52cfe89f1845de42b"",""format"":""workbook"",""location"":""Solar - CSP!L59"",""dollar_year"":2017},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""},{""file"":""csp_cost_ratios_2024.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS"",""sha256"":""169f3e4245529c4eebfaa78691d6de4584d56893be5a6fe3dd650050bb5cc9fa"",""location"":""CSP configuration ratios"",""dollar_year"":""""}]",ATB 2019 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator. CSP configuration ratio=0.709285122138.,2019
reeds,csp,csp3,Moderate,{},capcost,2018,5349.9033488305495,USD/kW,2022,calculated,atb_2020_workbook.xlsm | deflator.csv | csp_cost_ratios_2024.csv,https://atb-archive.nlr.gov/electricity/2020/files/2020-ATB-Data.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv | https://github.com/ReEDS-Model/ReEDS,[2018],"[{""file"":""atb_2020_workbook.xlsm"",""url"":""https://atb-archive.nlr.gov/electricity/2020/files/2020-ATB-Data.xlsm"",""sha256"":""2fc2ccf72853304e45803959c77d82806debe8b686eec294838a7ac5219a7a13"",""format"":""workbook"",""location"":""Solar - CSP!L59"",""dollar_year"":2018},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""},{""file"":""csp_cost_ratios_2024.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS"",""sha256"":""169f3e4245529c4eebfaa78691d6de4584d56893be5a6fe3dd650050bb5cc9fa"",""location"":""CSP configuration ratios"",""dollar_year"":""""}]",ATB 2020 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator. CSP configuration ratio=0.709285122138.,2020
reeds,csp,csp3,Moderate,{},capcost,2019,5281.443120382489,USD/kW,2022,calculated,atb_2021_workbook.xlsm | deflator.csv | csp_cost_ratios_2024.csv,https://data.openei.org/files/4129/2021-ATB-Data_Master_new.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv | https://github.com/ReEDS-Model/ReEDS,[2019],"[{""file"":""atb_2021_workbook.xlsm"",""url"":""https://data.openei.org/files/4129/2021-ATB-Data_Master_new.xlsm"",""sha256"":""211bc492df941a58acac912edea27c2ac2abf6d74fb2a24355fda6660c055632"",""format"":""workbook"",""location"":""Solar - CSP!L140"",""dollar_year"":2019},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""},{""file"":""csp_cost_ratios_2024.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS"",""sha256"":""169f3e4245529c4eebfaa78691d6de4584d56893be5a6fe3dd650050bb5cc9fa"",""location"":""CSP configuration ratios"",""dollar_year"":""""}]",ATB 2021 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator. CSP configuration ratio=0.709285122138.,2021
reeds,csp,csp3,Moderate,{},capcost,2020,5006.279033867833,USD/kW,2022,calculated,atb_2022_workbook.xlsx | deflator.csv | csp_cost_ratios_2024.csv,https://data.openei.org/files/5716/2022 v3 Annual Technology Baseline Workbook Mid-year update 2-15-2023.xlsx | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv | https://github.com/ReEDS-Model/ReEDS,[2020],"[{""file"":""atb_2022_workbook.xlsx"",""url"":""https://data.openei.org/files/5716/2022 v3 Annual Technology Baseline Workbook Mid-year update 2-15-2023.xlsx"",""sha256"":""5ad5e47373f0dea32991d5828831bb407550397f1956abda6870e6786134b87e"",""format"":""workbook"",""location"":""Solar - CSP!M123"",""dollar_year"":2020},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""},{""file"":""csp_cost_ratios_2024.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS"",""sha256"":""169f3e4245529c4eebfaa78691d6de4584d56893be5a6fe3dd650050bb5cc9fa"",""location"":""CSP configuration ratios"",""dollar_year"":""""}]",ATB 2022 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator. CSP configuration ratio=0.709285122138.,2022
reeds,csp,csp3,Moderate,{},capcost,2021,5225.844991742484,USD/kW,2022,calculated,atb_2023_flat_file.csv | deflator.csv | csp_cost_ratios_2024.csv,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2023/ATBe.csv | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv | https://github.com/ReEDS-Model/ReEDS,[2021],"[{""file"":""atb_2023_flat_file.csv"",""url"":""https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2023/ATBe.csv"",""sha256"":""5073733a55c84facceb25ec56b83d05d9c990155486111fff137854ccd2fab71"",""format"":""flat"",""location"":""CSV row 169662"",""dollar_year"":2021},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""},{""file"":""csp_cost_ratios_2024.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS"",""sha256"":""169f3e4245529c4eebfaa78691d6de4584d56893be5a6fe3dd650050bb5cc9fa"",""location"":""CSP configuration ratios"",""dollar_year"":""""}]",ATB 2023 Moderate base-year estimate; year=release-2. Case: Market. Converted with the ReEDS deflator. CSP configuration ratio=0.709285122138.,2023
reeds,csp,csp3,Moderate,{},capcost,2022,5211.052732950141,USD/kW,2022,calculated,atb_2024_flat_file.csv | deflator.csv | csp_cost_ratios_2024.csv,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv | https://github.com/ReEDS-Model/ReEDS,[2022],"[{""file"":""atb_2024_flat_file.csv"",""url"":""https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv"",""sha256"":""b0f0de40786350ba8dd5eec9023540f72ceeb8ab4478bc31abaf1c0d5eb20959"",""format"":""flat"",""location"":""CSV row 13082"",""dollar_year"":2022},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""},{""file"":""csp_cost_ratios_2024.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS"",""sha256"":""169f3e4245529c4eebfaa78691d6de4584d56893be5a6fe3dd650050bb5cc9fa"",""location"":""CSP configuration ratios"",""dollar_year"":""""}]",ATB 2024 Moderate base-year estimate; year=release-2. Case: Market. Unit from ATB parameter definition; CSV unit blank. Converted with the ReEDS deflator. CSP configuration ratio=0.709285122138.,2024
reeds,csp,csp3,Moderate,{},cf_improvement,2014,0.56,fraction,,atb,atb_2016_workbook.xlsm | csp_cost_ratios_2024.csv,https://docs.nlr.gov/docs/fy16osti/66944-DA.xlsm | https://github.com/ReEDS-Model/ReEDS,[2014],"[{""file"":""atb_2016_workbook.xlsm"",""url"":""https://docs.nlr.gov/docs/fy16osti/66944-DA.xlsm"",""sha256"":""e622248d457ee99cba45474a7a7218a2bfd96f95d698d5a1099e3e2ea1b3b555"",""format"":""workbook"",""location"":""Solar - CSP!L19"",""dollar_year"":2014},{""file"":""csp_cost_ratios_2024.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS"",""sha256"":""169f3e4245529c4eebfaa78691d6de4584d56893be5a6fe3dd650050bb5cc9fa"",""location"":""CSP configuration ratios"",""dollar_year"":""""}]",ATB 2016 Moderate base-year estimate; year=release-2. CSP configuration ratio=1.,2016
reeds,csp,csp3,Moderate,{},cf_improvement,2015,0.56,fraction,,atb,atb_2017_workbook.xlsm | csp_cost_ratios_2024.csv,https://data.nlr.gov/system/files/71/2017-ATB-data.xlsm | https://github.com/ReEDS-Model/ReEDS,[2015],"[{""file"":""atb_2017_workbook.xlsm"",""url"":""https://data.nlr.gov/system/files/71/2017-ATB-data.xlsm"",""sha256"":""5712fc8d062ccb40aa6930edbf60ba1f8f4a13c08f7e4e532b78e24fa23ba55d"",""format"":""workbook"",""location"":""Solar - CSP!L19"",""dollar_year"":2015},{""file"":""csp_cost_ratios_2024.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS"",""sha256"":""169f3e4245529c4eebfaa78691d6de4584d56893be5a6fe3dd650050bb5cc9fa"",""location"":""CSP configuration ratios"",""dollar_year"":""""}]",ATB 2017 Moderate base-year estimate; year=release-2. CSP configuration ratio=1.,2017
reeds,csp,csp3,Moderate,{},cf_improvement,2016,0.559,fraction,,atb,atb_2018_workbook.xlsm | csp_cost_ratios_2024.csv,https://data.nlr.gov/system/files/89/2018-ATB-data-interim-geo.xlsm | https://github.com/ReEDS-Model/ReEDS,[2016],"[{""file"":""atb_2018_workbook.xlsm"",""url"":""https://data.nlr.gov/system/files/89/2018-ATB-data-interim-geo.xlsm"",""sha256"":""975f5a963c817b0da3f9e762a3458fdbee58f11b3d80656eb3ba528d2901fbdf"",""format"":""workbook"",""location"":""Solar - CSP!L19"",""dollar_year"":2016},{""file"":""csp_cost_ratios_2024.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS"",""sha256"":""169f3e4245529c4eebfaa78691d6de4584d56893be5a6fe3dd650050bb5cc9fa"",""location"":""CSP configuration ratios"",""dollar_year"":""""}]",ATB 2018 Moderate base-year estimate; year=release-2. CSP configuration ratio=1.,2018
reeds,csp,csp3,Moderate,{},cf_improvement,2017,0.612,fraction,,atb,atb_2019_workbook.xlsm | csp_cost_ratios_2024.csv,https://data.nlr.gov/system/files/115/2019-ATB-data.xlsm | https://github.com/ReEDS-Model/ReEDS,[2017],"[{""file"":""atb_2019_workbook.xlsm"",""url"":""https://data.nlr.gov/system/files/115/2019-ATB-data.xlsm"",""sha256"":""f7807beb3496c1cfde28ed2a3115abd1d88e968273eb90f52cfe89f1845de42b"",""format"":""workbook"",""location"":""Solar - CSP!L19"",""dollar_year"":2017},{""file"":""csp_cost_ratios_2024.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS"",""sha256"":""169f3e4245529c4eebfaa78691d6de4584d56893be5a6fe3dd650050bb5cc9fa"",""location"":""CSP configuration ratios"",""dollar_year"":""""}]",ATB 2019 Moderate base-year estimate; year=release-2. CSP configuration ratio=1.,2019
reeds,csp,csp3,Moderate,{},cf_improvement,2018,0.612,fraction,,atb,atb_2020_workbook.xlsm | csp_cost_ratios_2024.csv,https://atb-archive.nlr.gov/electricity/2020/files/2020-ATB-Data.xlsm | https://github.com/ReEDS-Model/ReEDS,[2018],"[{""file"":""atb_2020_workbook.xlsm"",""url"":""https://atb-archive.nlr.gov/electricity/2020/files/2020-ATB-Data.xlsm"",""sha256"":""2fc2ccf72853304e45803959c77d82806debe8b686eec294838a7ac5219a7a13"",""format"":""workbook"",""location"":""Solar - CSP!L19"",""dollar_year"":2018},{""file"":""csp_cost_ratios_2024.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS"",""sha256"":""169f3e4245529c4eebfaa78691d6de4584d56893be5a6fe3dd650050bb5cc9fa"",""location"":""CSP configuration ratios"",""dollar_year"":""""}]",ATB 2020 Moderate base-year estimate; year=release-2. CSP configuration ratio=1.,2020
reeds,csp,csp3,Moderate,{},cf_improvement,2019,0.638,fraction,,atb,atb_2021_workbook.xlsm | csp_cost_ratios_2024.csv,https://data.openei.org/files/4129/2021-ATB-Data_Master_new.xlsm | https://github.com/ReEDS-Model/ReEDS,[2019],"[{""file"":""atb_2021_workbook.xlsm"",""url"":""https://data.openei.org/files/4129/2021-ATB-Data_Master_new.xlsm"",""sha256"":""211bc492df941a58acac912edea27c2ac2abf6d74fb2a24355fda6660c055632"",""format"":""workbook"",""location"":""Solar - CSP!L96"",""dollar_year"":2019},{""file"":""csp_cost_ratios_2024.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS"",""sha256"":""169f3e4245529c4eebfaa78691d6de4584d56893be5a6fe3dd650050bb5cc9fa"",""location"":""CSP configuration ratios"",""dollar_year"":""""}]",ATB 2021 Moderate base-year estimate; year=release-2. CSP configuration ratio=1.,2021
reeds,csp,csp3,Moderate,{},cf_improvement,2020,0.63,fraction,,atb,atb_2022_workbook.xlsx | csp_cost_ratios_2024.csv,https://data.openei.org/files/5716/2022 v3 Annual Technology Baseline Workbook Mid-year update 2-15-2023.xlsx | https://github.com/ReEDS-Model/ReEDS,[2020],"[{""file"":""atb_2022_workbook.xlsx"",""url"":""https://data.openei.org/files/5716/2022 v3 Annual Technology Baseline Workbook Mid-year update 2-15-2023.xlsx"",""sha256"":""5ad5e47373f0dea32991d5828831bb407550397f1956abda6870e6786134b87e"",""format"":""workbook"",""location"":""Solar - CSP!M79"",""dollar_year"":2020},{""file"":""csp_cost_ratios_2024.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS"",""sha256"":""169f3e4245529c4eebfaa78691d6de4584d56893be5a6fe3dd650050bb5cc9fa"",""location"":""CSP configuration ratios"",""dollar_year"":""""}]",ATB 2022 Moderate base-year estimate; year=release-2. CSP configuration ratio=1.,2022
reeds,csp,csp3,Moderate,{},cf_improvement,2021,0.666,fraction,,atb,atb_2023_flat_file.csv | csp_cost_ratios_2024.csv,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2023/ATBe.csv | https://github.com/ReEDS-Model/ReEDS,[2021],"[{""file"":""atb_2023_flat_file.csv"",""url"":""https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2023/ATBe.csv"",""sha256"":""5073733a55c84facceb25ec56b83d05d9c990155486111fff137854ccd2fab71"",""format"":""flat"",""location"":""CSV row 124294"",""dollar_year"":2021},{""file"":""csp_cost_ratios_2024.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS"",""sha256"":""169f3e4245529c4eebfaa78691d6de4584d56893be5a6fe3dd650050bb5cc9fa"",""location"":""CSP configuration ratios"",""dollar_year"":""""}]",ATB 2023 Moderate base-year estimate; year=release-2. Case: Market. Unit from ATB parameter definition; CSV unit blank. CSP configuration ratio=1.,2023
reeds,csp,csp3,Moderate,{},cf_improvement,2022,0.666,fraction,,atb,atb_2024_flat_file.csv | csp_cost_ratios_2024.csv,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv | https://github.com/ReEDS-Model/ReEDS,[2022],"[{""file"":""atb_2024_flat_file.csv"",""url"":""https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv"",""sha256"":""b0f0de40786350ba8dd5eec9023540f72ceeb8ab4478bc31abaf1c0d5eb20959"",""format"":""flat"",""location"":""CSV row 13029"",""dollar_year"":2022},{""file"":""csp_cost_ratios_2024.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS"",""sha256"":""169f3e4245529c4eebfaa78691d6de4584d56893be5a6fe3dd650050bb5cc9fa"",""location"":""CSP configuration ratios"",""dollar_year"":""""}]",ATB 2024 Moderate base-year estimate; year=release-2. Case: Market. Unit from ATB parameter definition; CSV unit blank. CSP configuration ratio=1.,2024
reeds,csp,csp3,Moderate,{},fom,2014,57.81396232841782,USD/kW-yr,2022,calculated,atb_2016_workbook.xlsm | deflator.csv | csp_cost_ratios_2024.csv,https://docs.nlr.gov/docs/fy16osti/66944-DA.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv | https://github.com/ReEDS-Model/ReEDS,[2014],"[{""file"":""atb_2016_workbook.xlsm"",""url"":""https://docs.nlr.gov/docs/fy16osti/66944-DA.xlsm"",""sha256"":""e622248d457ee99cba45474a7a7218a2bfd96f95d698d5a1099e3e2ea1b3b555"",""format"":""workbook"",""location"":""Solar - CSP!L69"",""dollar_year"":2014},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""},{""file"":""csp_cost_ratios_2024.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS"",""sha256"":""169f3e4245529c4eebfaa78691d6de4584d56893be5a6fe3dd650050bb5cc9fa"",""location"":""CSP configuration ratios"",""dollar_year"":""""}]",ATB 2016 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator. CSP configuration ratio=0.709285122138.,2016
reeds,csp,csp3,Moderate,{},fom,2015,57.75620618038247,USD/kW-yr,2022,calculated,atb_2017_workbook.xlsm | deflator.csv | csp_cost_ratios_2024.csv,https://data.nlr.gov/system/files/71/2017-ATB-data.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv | https://github.com/ReEDS-Model/ReEDS,[2015],"[{""file"":""atb_2017_workbook.xlsm"",""url"":""https://data.nlr.gov/system/files/71/2017-ATB-data.xlsm"",""sha256"":""5712fc8d062ccb40aa6930edbf60ba1f8f4a13c08f7e4e532b78e24fa23ba55d"",""format"":""workbook"",""location"":""Solar - CSP!L69"",""dollar_year"":2015},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""},{""file"":""csp_cost_ratios_2024.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS"",""sha256"":""169f3e4245529c4eebfaa78691d6de4584d56893be5a6fe3dd650050bb5cc9fa"",""location"":""CSP configuration ratios"",""dollar_year"":""""}]",ATB 2017 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator. CSP configuration ratio=0.709285122138.,2017
reeds,csp,csp3,Moderate,{},fom,2016,57.74256735342107,USD/kW-yr,2022,calculated,atb_2018_workbook.xlsm | deflator.csv | csp_cost_ratios_2024.csv,https://data.nlr.gov/system/files/89/2018-ATB-data-interim-geo.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv | https://github.com/ReEDS-Model/ReEDS,[2016],"[{""file"":""atb_2018_workbook.xlsm"",""url"":""https://data.nlr.gov/system/files/89/2018-ATB-data-interim-geo.xlsm"",""sha256"":""975f5a963c817b0da3f9e762a3458fdbee58f11b3d80656eb3ba528d2901fbdf"",""format"":""workbook"",""location"":""Solar - CSP!L69"",""dollar_year"":2016},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""},{""file"":""csp_cost_ratios_2024.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS"",""sha256"":""169f3e4245529c4eebfaa78691d6de4584d56893be5a6fe3dd650050bb5cc9fa"",""location"":""CSP configuration ratios"",""dollar_year"":""""}]",ATB 2018 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator. CSP configuration ratio=0.709285122138.,2018
reeds,csp,csp3,Moderate,{},fom,2017,55.842322224993104,USD/kW-yr,2022,calculated,atb_2019_workbook.xlsm | deflator.csv | csp_cost_ratios_2024.csv,https://data.nlr.gov/system/files/115/2019-ATB-data.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv | https://github.com/ReEDS-Model/ReEDS,[2017],"[{""file"":""atb_2019_workbook.xlsm"",""url"":""https://data.nlr.gov/system/files/115/2019-ATB-data.xlsm"",""sha256"":""f7807beb3496c1cfde28ed2a3115abd1d88e968273eb90f52cfe89f1845de42b"",""format"":""workbook"",""location"":""Solar - CSP!L69"",""dollar_year"":2017},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""},{""file"":""csp_cost_ratios_2024.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS"",""sha256"":""169f3e4245529c4eebfaa78691d6de4584d56893be5a6fe3dd650050bb5cc9fa"",""location"":""CSP configuration ratios"",""dollar_year"":""""}]",ATB 2019 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator. CSP configuration ratio=0.709285122138.,2019
