,East_North_Central,East_South_Central,Mid_Atlantic,Mountain,New_England,Pacific,South_Atlantic,West_North_Central,West_South_Central
p01053,0.004303723318812347,0.4671011783594164,0.0002085678326784483,2.5641251314201302e-05,8.960858410765095e-06,4.28803980741547e-08,0.4234062073908187,0.007978624657253188,0.09696705345089796
p13143,0.020489858734507184,0.4448828946430208,0.002330989194196516,2.300541536917575e-05,9.381167997202975e-05,2.319420590276417e-08,0.48671869152004693,0.021556196202531214,0.02390452941615035
p20001,0.04587605281737294,0.021029547601806912,0.00016944494663699138,0.014691745493656422,4.166549988043826e-06,9.812727837822185e-06,0.0016331724811942771,0.6113216659884978,0.30526439139300887
p17041,0.6116304487405458,0.14248018329867534,0.009784222387498317,0.00036894204529665573,0.00025621072983785046,1.718162626112305e-07,0.024066991962759524,0.17391555421966345,0.037497274799460474
p51079,0.11103127211006,0.07688957427060525,0.1941636448629647,1.5814772190028529e-06,0.020827374517872692,8.922382687567199e-10,0.5947389244755958,0.0014785605653419272,0.000869066828102277
p55137,0.724489267067255,0.007585808561921708,0.0062127056706856735,0.0012226541746150285,0.0002624583431180665,1.0011814180200247e-06,0.0039041781100925626,0.2545422257666737,0.0017797011242203383
p05065,0.08745448721358476,0.14184791102821137,0.0004346912863834656,0.0013890696455633005,1.004871186080295e-05,1.1685376069593008e-06,0.010729949081880295,0.3197044234047825,0.4384282510901265
p06053,6.142769638357095e-08,2.4145116534078856e-08,1.6237641396009492e-10,0.11341324350015645,4.479666956002585e-12,0.8864865598159279,1.5871591120047528e-09,3.5117569208079755e-05,6.499178787934204e-05
p35017,1.2512325775797314e-05,3.206968514555033e-05,4.714282636488709e-08,0.8001736150743061,1.1217506903066069e-09,0.021974361930611506,2.7533410254136596e-06,0.005692560915071569,0.1721120784634869
p29131,0.1881855377225037,0.07640375510545754,0.0007903862087562508,0.002913034569296407,1.9168238119779845e-05,1.8539238276223876e-06,0.005798881512250894,0.5757860781954156,0.15010130452437237
p37193,0.07872339306932169,0.3660021488610615,0.03165830382412774,4.044878568626505e-06,0.0019506454171630667,3.099691348449049e-09,0.5119695656125163,0.00559955017404749,0.0040923450635021764
p29165,0.11686246969162378,0.020489598640511853,0.00033779584651182066,0.014365508440936963,9.107473664639176e-06,7.009462142192673e-06,0.0015374537267698577,0.7332011233423716,0.11318993337546703
p29021,0.12303391335043531,0.01851331489569535,0.00035227036657724465,0.015168062917084451,9.592776507780099e-06,6.88567565277539e-06,0.0013772777949716546,0.7487405196756329,0.09279816254744251
p01083,0.07300128907619632,0.5180819976071379,0.0026395134968921117,8.32442672438677e-05,7.693446684166167e-05,7.695392078076255e-08,0.23222950838525394,0.0839826358000373,0.08990479994647609
p18065,0.554449139789453,0.2730175470734853,0.040558608999505655,7.649691551618492e-05,0.001049878133280215,3.9211910308411636e-08,0.08036848637543212,0.03765440669714569,0.012825396804271551
p31143,0.031554343634985126,0.0032191611241497945,0.00011402244474944672,0.07985516502908566,3.1162725722093215e-06,3.289554683431371e-05,0.00023784073002181626,0.8531822694186216,0.03180118579898004
p39123,0.5978443461564311,0.0751134996940825,0.16515777504971224,3.095934420675427e-05,0.004576230927610736,2.2419208625248402e-08,0.14024692156281432,0.01473057566696539,0.0022996691789682784
p27107,0.10982070006995619,0.00015875451031314874,0.00011100825480216476,0.02611056760068864,1.0517185969678645e-05,5.3015091502201276e-05,6.249659397714097e-05,0.8634172370559918,0.00025570363679905243
p19165,0.09221853760203597,0.006454266615924212,0.0003889655069301401,0.023803847489127276,1.053091771044861e-05,1.2835738566512512e-05,0.0005943271615465132,0.8549749544081956,0.021541734559963253
p24013,0.06146052907637266,0.01946689642045217,0.40512789073228656,7.204510123103288e-07,0.05481869733742668,4.816101831526957e-10,0.458444917362892,0.0004407087195462774,0.00023963941840109859
p19011,0.31346932602330396,0.012570999838775477,0.0016481033684797354,0.0034304296941929484,4.431681061815085e-05,2.2886938193557694e-06,0.0019578409980167935,0.6572516238517352,0.009625070721058284
p21159,0.2260996026314,0.3627653012938786,0.056109078680358325,7.802915657696564e-06,0.00162713256703422,5.02310757987059e-09,0.3396408531880298,0.008687567857052821,0.005062655843481011
p27025,0.48209574601887417,0.000759536055931488,0.0005481981615070538,0.00530605561658452,3.4008493060979446e-05,5.136642196763309e-06,0.0003301168610005041,0.5103232636334776,0.000597938517366881
p21189,0.18271716408332636,0.47278087899264626,0.03839713628423659,1.8141774318692808e-05,0.0010412131321771983,1.2464341554498563e-08,0.2692671540663556,0.022353547275302504,0.013424751927295208
p42015,0.08013256403781494,0.010134900027825291,0.644955911598677,1.2908901255221599e-06,0.13518369358211377,1.0394094154368171e-09,0.12891779399554137,0.0005409621731584516,0.00013288265533403632
p54029,0.31112181759993796,0.049209975415450996,0.3098438123750322,3.7254696175317363e-06,0.008267836470354825,2.5877318122702813e-09,0.31901250444063867,0.0018470079322199782,0.0006933177090159804
p29051,0.22331131913888883,0.07337831827229124,0.0008996279165129635,0.002746920887638845,2.2146963942176318e-05,1.6567108952158737e-06,0.005475177039773074,0.5748071968735177,0.11935763619653998
p26021,0.7355996016160138,0.0665628089940735,0.03192821384954279,0.00027291347931891985,0.0008623533891184579,1.9291254203278548e-07,0.027595209042362394,0.13020400377005775,0.00697470294697044
p42061,0.1285160410358176,0.026679141993391314,0.502868281830538,1.531330450686112e-06,0.04953557410944191,1.1107160076554511e-09,0.29131861973865786,0.0007502952439956977,0.0003305136069909785
p31045,0.0023535762101102578,9.195914637722187e-05,4.73073498945229e-06,0.4407785346386711,1.6134914678389376e-07,0.00047616088209584927,6.843999097507826e-06,0.5501562309658725,0.006131802073639315
p51141,0.09567292664331188,0.2653305788976762,0.05286874958092185,3.0376452449740444e-06,0.004044271907699102,2.195791950011828e-09,0.5752899966732294,0.004027414307769485,0.0027630221483550786
p26119,0.8932557809646842,0.008613176630666481,0.04897109467310031,0.0001252935567410811,0.004370973496444563,1.1926736974679612e-07,0.017855994484108507,0.026281583714507974,0.0005259832123772962
p26135,0.8838327271956001,0.011183651018636359,0.05428250227833149,0.00012200010806971287,0.0042549904946123235,1.1170474260681758e-07,0.0223965638577372,0.023264667557203276,0.0006627857850668635
p35007,0.00027861982072420645,0.0001941114148019169,8.565559583977443e-07,0.613637029059201,2.1929660208194448e-08,0.0019987355729590445,1.1292623008316153e-05,0.13702978797590248,0.2468495450477844
p17163,0.41463792590307436,0.13720102464408893,0.0022652414191947135,0.000547897142074177,5.4208724315031943e-05,3.332017044362807e-07,0.010760270292523582,0.34685359179841235,0.08767950687461254
p17189,0.4288847884450274,0.17916253087469655,0.00301256071313476,0.00042249137980387584,7.127063443198553e-05,2.6208574244793416e-07,0.014407190679640126,0.28024528475097066,0.09379362043655232
p42009,0.1388345179518071,0.034709661710109134,0.44147719357146625,1.6112360569887992e-06,0.030458219582841225,1.0990686643137014e-09,0.35326844604075774,0.0008253566015748802,0.0004249922063179648
p05127,0.028307461831975442,0.10338219425541934,0.00014174995080625243,0.005326977265032705,3.291541424902296e-06,5.909200986726994e-06,0.005103236889680512,0.18671208477175694,0.6710170942929172
p20099,0.028942887529468133,0.020149559567144055,0.00011971750075682334,0.011644446907139044,2.8592654199498466e-06,8.667579202828859e-06,0.0015819847265932485,0.5039055474322958,0.43364432949198023
p42073,0.32483226078375504,0.03838716899921898,0.3580074868741553,4.106759331907817e-06,0.010956005747030094,2.975988777244155e-09,0.26524038513902554,0.0019912277727556996,0.0005813549487386789
p39067,0.3610786630267719,0.07636155592954454,0.26611195970048696,5.3897608931603645e-06,0.0069117409490105025,3.5135475973849105e-09,0.2858529778853108,0.002588854460724409,0.0010888547737102298
p37003,0.06829100722047843,0.3460696497326995,0.02707091824354901,4.148010550740537e-06,0.0017667548482507317,3.26063961071495e-09,0.546609716011904,0.005801063266411103,0.004386739405517078
p34009,0.019344009532712442,0.0080856525737019,0.49591741082430496,2.276494497594994e-07,0.09659120302326496,1.5326311852106937e-10,0.3798091658094682,0.0001603986396676553,9.19317941668835e-05
p33005,0.007960087384793153,0.0009015356333255483,0.3570169795311498,1.808455328622404e-07,0.6027262302613845,1.6431921915516704e-10,0.031324485616429226,5.893515173584378e-05,1.1565411329947916e-05
p27089,0.08551082026272257,8.463945389455084e-05,8.442114704924767e-05,0.016247744755109712,1.0712262740271917e-05,6.2087761267726e-05,4.4311245657816487e-05,0.8978370793324291,0.00011818377912899888
p51101,0.05469484357986348,0.048032642386761824,0.1561196141379021,8.039810865796245e-07,0.02937802514148976,4.858580167886212e-10,0.7103885808874837,0.0008530144108085558,0.0005324749887459951
p08055,0.00034569134692009613,0.00014707229929724328,9.964128837624708e-07,0.6683859740944316,2.6922470247718004e-08,0.0019302534129323743,9.755374619701722e-06,0.13231367344888265,0.1968665566875624
p48255,0.00030611656952943294,0.014564163984453059,1.9538787564861974e-06,0.00721705914253364,5.041742207421808e-08,2.4834334074627004e-05,0.0014585486796817406,0.001977118227372224,0.9744501547661767
p47023,0.1180511417484194,0.41305527933679353,0.001488140464165366,0.0001859396916865789,3.738487080383111e-05,1.6388219877763402e-07,0.07106843145069404,0.19079005641422833,0.20532346214101016
p17171,0.5050245353000666,0.07197043293136113,0.0023875279016576587,0.0010021608741645357,6.317618062231525e-05,4.78100906790312e-07,0.006245357591023159,0.37047299185906796,0.042833339261129845
p49027,1.0090502910356193e-05,2.0642235563664315e-06,2.6488019263403634e-08,0.9328140292023607,7.474206415478036e-10,0.05854213961644474,1.453817332334542e-07,0.005836716132552017,0.002794787705002688
p49029,4.1806176811347436e-05,3.495046684263385e-06,8.679953605331667e-08,0.9295219804313591,2.8259080025713765e-09,0.04944391583971477,2.695928806796799e-07,0.01775692950560942,0.0032315137814961812
p48257,0.0045486649574358025,0.046368562441555926,2.4111596043833213e-05,0.008712829382521691,5.733467894780458e-07,2.2533769854615982e-05,0.0041006534194270566,0.03681281067183484,0.8994092604145367
p04011,1.069828966980378e-05,2.075936310372383e-05,3.762466987634157e-08,0.8526509267790352,9.095577525525861e-10,0.04278202032974585,1.7571794607762234e-06,0.005249306110134767,0.09928449341462242
p04013,1.9257777522173995e-06,2.774585476268114e-06,6.1650875325511915e-09,0.7574760922362305,1.5377130205286813e-10,0.2278028687140149,2.2795291241442403e-07,0.0009760674496988042,0.013740036965056214
p26129,0.8644762974743356,0.014361874393840261,0.0633233882506423,0.00011610862958808832,0.004070887748452585,1.0264623964995878e-07,0.02768807956608996,0.025140125448034727,0.0008231358427770439
p47087,0.1486348612091614,0.5309295290117553,0.010901209624725286,5.266580879078366e-05,0.0002918533084874769,4.1460296483444674e-08,0.1814204459014995,0.07379209762059186,0.05397729605469205
p17159,0.48693256586711026,0.259609408595032,0.007415814492886666,0.00024263641979806516,0.00017625398814893377,1.4068664584965335e-07,0.025325644345576187,0.16028858495977308,0.0600089506450289
p01009,0.03974942501840487,0.5610316456597383,0.0019977712926909797,5.890595703664011e-05,6.66815962989903e-05,6.000445353863254e-08,0.28573517361964607,0.05077322133925877,0.060587115512471916
p30051,0.00011328497802908777,5.182940967159634e-07,1.1731815940632243e-07,0.8521944502667058,1.1112367710186475e-08,0.052299899337459044,7.285859594669131e-08,0.09535198831588115,3.965751870515617e-05
p48131,0.00011375627440223493,0.006550308645940373,7.585265011850505e-07,0.005791259221337994,2.009228754913454e-08,2.4887824714012133e-05,0.0007305844344002184,0.000727169122635747,0.9860612558577807
p29173,0.4110804767972755,0.049954384907334455,0.0012997078093352863,0.001675518094602738,3.4398727654733416e-05,8.167312153304061e-07,0.0038064189651431774,0.4868707902428098,0.045277487724628855
p48251,0.0025878809693718106,0.02639474198888241,1.3370075993917614e-05,0.015110921526237688,3.153419753251146e-07,4.192484867171522e-05,0.0022986989452382584,0.025580132927808998,0.9279720133758199
p13061,0.004484103499145304,0.46930890131323355,0.0005395705857577856,1.0425533275726333e-05,2.954113069519533e-05,1.4137166954450793e-08,0.49314629212205263,0.006120613450463846,0.026360538228209017
p41023,1.7867736567350248e-06,3.7532454398951976e-08,2.2823473494008103e-09,0.2912719326388262,1.2594094603314184e-10,0.7075238268845314,2.8678426660688283e-09,0.0011787897266139287,2.362116778625622e-05
p41011,1.4870303481312516e-07,4.455256581699263e-09,2.0002439637653823e-10,0.09061060027254993,1.0346008820943612e-11,0.909287704004908,3.419353887141189e-10,9.723282172019035e-05,4.3091902248591644e-06
p48159,0.009154756570982858,0.07867275287862978,4.889690801590733e-05,0.006059336278187898,1.1627447739441783e-06,1.2302174245700918e-05,0.006339407623706182,0.061089004937778524,0.8386223798836793
p36113,0.013884868253423579,0.0012205801131903561,0.5310336490413611,3.929047803869586e-07,0.42881165369898816,3.6621126097892705e-10,0.02491539114426976,0.00011625331168499623,1.721116609042585e-05
p51113,0.10696808241150096,0.06722836866691752,0.21075251354165586,1.4503642072938825e-06,0.023680499571737127,8.000527844177528e-10,0.5892986503036082,0.0013077503481733997,0.0007626839921469397
p40005,0.010465346292077857,0.04523873011908351,5.202182398488651e-05,0.014788811137495519,1.2031723066641394e-06,2.1465708407431923e-05,0.0027463313755906886,0.12536852899028808,0.8013175613807655
p17129,0.5920309724107911,0.08423914183751187,0.004142124244006452,0.000852715109475836,0.00011200857830948411,3.718737326682025e-07,0.009729631363831058,0.2721022688777211,0.036790765704620455
p13015,0.02713375132673604,0.3793040192028916,0.0038834442500667076,2.3185752179210765e-05,0.000154661922628113,2.1999797840995333e-08,0.5399911837526863,0.02418517468628154,0.02532455710673257
p12069,0.0005094796327808365,0.0643968377837024,0.00017833429772522904,1.1169364571536262e-06,2.3116794535950254e-05,1.9318065503854466e-09,0.9249902310311834,0.0005840937956788728,0.009316787796129437
p40111,0.016364441747907858,0.030554014234310683,7.334298933202725e-05,0.01879347626988784,1.6981345287785922e-06,1.8366810893055316e-05,0.0017557279550877195,0.24718605700160368,0.6852528748564484
p38083,0.018249303659181693,4.421866979380107e-05,1.8949841472793318e-05,0.0938455166247603,1.7025248958927882e-06,0.0003449387460127982,1.1235997252232555e-05,0.8872675874997941,0.00021654643683644462
p18049,0.7000142314099009,0.12789819416437267,0.03394159603275098,0.0001706496400012349,0.0009478999247428981,1.073417085865783e-07,0.04393931517679108,0.08223741788512999,0.010850588424601704
p20091,0.0969582755067327,0.022761694278437897,0.00029778375638642434,0.013768156700930085,7.748640842461998e-06,7.549943171762833e-06,0.0017474052523213292,0.7039278118618261,0.16052357405935136
p24009,0.050067664455529445,0.027265871544308845,0.25155320005061915,6.172578043218007e-07,0.05181287896021237,3.587762395267862e-10,0.6184687466733756,0.0005235752823488063,0.0003074454170251574
p55129,0.5671204209808494,0.0009128225065338734,0.0008937189516208811,0.0032864365652660286,6.602706065596397e-05,3.449213730615349e-06,0.0005005690458222977,0.426774077817355,0.00044247785816614306
p53031,3.715747593966361e-07,3.280051147495572e-09,3.939580427446821e-10,0.04402329283475371,3.404311464688675e-11,0.9556725461282272,2.780412070080595e-10,0.0003025312141281541,1.254262037958343e-06
p27169,0.47215496046969013,0.0028821810214199883,0.0013306781136963725,0.0030662548192019598,5.24781494129287e-05,2.4160926293667363e-06,0.0009223304007057105,0.517853521260993,0.0017351796722505227
p28149,0.011164201789250375,0.4629078148194403,0.0001244446062965977,0.0002780657262798768,3.525768598701866e-06,4.680897246266665e-07,0.049431702744630615,0.026770508466854002,0.44931926798892496
p29003,0.13035883409773869,0.016517938012590147,0.0003742890660711831,0.01571335682036158,1.0297409177617539e-05,6.52821891957039e-06,0.0012201439872241745,0.7625305551520338,0.07326805723588334
p29139,0.3325587509537099,0.07510927609961288,0.0013137651405278896,0.0016203277633423617,3.3023101406170304e-05,8.989245216390036e-07,0.005573933671632036,0.5088103270282691,0.07497969731697803
p20021,0.0358954114031962,0.02505870919322103,0.0001485858917830619,0.008880830734614277,3.530985618277677e-06,6.634692787699798e-06,0.0019918677660882567,0.4949261816805784,0.43308824765211273
p37083,0.036337885272062345,0.08253952567166638,0.061374296147752215,9.285908709338816e-07,0.010769774001286411,6.778104518755315e-10,0.8068560368861517,0.0012405817672270858,0.000880970985172608
p35043,8.490112607768786e-05,8.015814729413258e-05,2.6591649475674556e-07,0.7916736741869537,6.727127762746184e-09,0.010407195325214608,5.206201927361789e-06,0.042778742189580186,0.1549698501793298
p21051,0.14770288372860507,0.4685117998237168,0.03229656226127638,1.7593120455602326e-05,0.0009129728321663842,1.2499239992787164e-08,0.3134623480908662,0.02279319867444411,0.014302628969229278
p42035,0.1305303766761441,0.019361608818541733,0.5932796371153035,1.848014587665222e-06,0.07534754093702224,1.4152705101411534e-09,0.18038526101539742,0.0008432239733359834,0.00025050203439671914
p41043,4.132219818626323e-07,8.56084806525808e-09,5.135169871735918e-10,0.08693292989801045,2.978663358562712e-11,0.9127871106266023,6.57676677538663e-10,0.0002731985391230888,6.337952454035201e-06
p55065,0.5560610820657965,0.011124031578350835,0.003777833946209312,0.0012343650915438765,0.00010882900869976789,8.736928421601294e-07,0.0032288385576751586,0.42007756127526574,0.00438658478361667
p40147,0.019248868912275306,0.017289398819176703,8.000917856781858e-05,0.016636580624350368,1.8910408219541419e-06,1.3130261216217693e-05,0.0012781957699365904,0.42032036518003385,0.5251315602136212
p54077,0.2033249152640507,0.06581984527921453,0.32253210994841075,2.455818483896314e-06,0.012866615086063302,1.4593283645831436e-09,0.39312616574581455,0.0015265145434709164,0.0008013768551630511
p55135,0.763981236332917,0.006739665553700844,0.0067791174937915566,0.0011488068241388768,0.0003298484205157035,9.802773645626954e-07,0.004004705199682365,0.21561703401281337,0.0013986058850757907
p48137,0.00020368377065733831,0.004315788068569764,1.0743858157692386e-06,0.03976576105779837,2.568112702300442e-08,0.00013457913104615894,0.00038422908445001164,0.004079698374514988,0.9511151604460205
p41037,6.034835097956585e-07,2.195721464843546e-08,8.826565467924314e-10,0.3410357900908831,4.105664789580129e-11,0.6585688199828446,1.685747216204211e-09,0.0003740057884562618,2.0756087631376452e-05
p29153,0.08090511979371227,0.08905655270218542,0.0003965730911447392,0.001968597026826933,9.165924825205978e-06,1.556495032048443e-06,0.007148713775154515,0.43443795532429785,0.38607576586682096
p48473,0.0011392621647283653,0.0559063305203923,7.735692166117834e-06,0.0033993297885167887,2.0204812401968244e-07,1.0730165353315501e-05,0.005247773336948004,0.005617694471306975,0.9286709418124642
p01099,0.006928240629033463,0.5255290359014951,0.0002989055453779734,3.835052369638481e-05,1.1999166296164063e-05,5.981387830556112e-08,0.33774972445238405,0.01292903376989445,0.11651465019794406
p50009,0.004765792061003403,0.0003869464534979397,0.3059787430314547,2.0795485504345122e-07,0.6796890509621561,2.474232478471652e-10,0.009089384254135574,8.42445862064851e-05,5.6304492674631665e-06
p51111,0.06070485909065448,0.10578990866387675,0.08317030428861881,1.3345525680923465e-06,0.012866390055903188,9.090097436321453e-10,0.7347008391693268,0.0016602080710815363,0.0011061551989604913
p38097,0.07959489827946088,0.00012437233721166284,8.057558452762118e-05,0.032464895546758465,7.702638473689664e-06,7.722375493325117e-05,4.561203527519287e-05,0.8873670168663504,0.0002377029570089151
p13139,0.026673288812440542,0.3309872877444068,0.005914981686571191,1.4912766223072033e-05,0.00027478737729271717,1.3765881708948613e-08,0.6022510267173137,0.017060801517671476,0.01682289961219895
p13283,0.007253489228954137,0.19298682893428062,0.0022805857812192042,5.7979248327509916e-06,0.00017929752597487008,6.432111564600279e-09,0.7831053400493548,0.005174805964187329,0.009013848159084573
p13037,0.004219688188087297,0.42115430340677545,0.0005973720615860457,9.192729200489914e-06,3.501913295600972e-05,1.2438022671236456e-08,0.5446780346412683,0.005574229935010668,0.02373214746709322
p55125,0.7733634070456704,0.0019892279111596266,0.0030319897973327126,0.0014728435896775311,0.00027236737237875183,1.5877295408755435e-06,0.0015399523380389753,0.21791094894088045,0.0004176752753205577
p27007,0.16202455095323884,0.00014581324127696456,0.00016198311019160588,0.010388772555329924,1.9859970543045132e-05,2.8030237130471767e-05,8.4328711107442e-05,0.8269992057569407,0.00014745546424096604
p24019,0.037397037411302195,0.021154274132170227,0.287745895609083,4.613148739278015e-07,0.05376291814504427,2.685004051970148e-10,0.5993003195652727,0.00040094146088265315,0.00023815209287047853
p42037,0.06608544734857327,0.011599766120254519,0.5776815241708756,9.266298926296636e-07,0.14041001780079873,7.144661316264869e-10,0.20365539258831156,0.0004225587718548422,0.00014436585497282217
p39023,0.49724891878567795,0.2405618740820672,0.08627388826924033,2.9233835905910336e-05,0.002186497667518143,1.596460926414809e-08,0.15308132158937868,0.014650863748994113,0.00596738605660841
p48323,0.00010468052058313298,0.0033310189263289908,5.858246243869105e-07,0.02289210233069804,1.4396551926016077e-08,9.749263115415121e-05,0.0003194067728402692,0.001608796549599469,0.9716459020476196
p04019,1.804430336260358e-06,4.270668810266907e-06,6.337032754976096e-09,0.8239208550134253,1.5295745213943694e-10,0.14984955063734168,3.639435177972843e-07,0.0008958546083777156,0.02532729420820053
p35006,3.813059290599964e-05,4.540631132697482e-05,1.2269971167872265e-07,0.8353947429694412,3.061232565982024e-09,0.023028665622470402,3.20458944531166e-06,0.01936642947896828,0.12212329467449765
p34005,0.019904419774838467,0.00583978820768564,0.48090721264084907,2.3948920213507036e-07,0.1709068994662167,1.7698759330757e-10,0.32224466683314396,0.0001271587800109628,6.961463106542828e-05
p50021,0.009002176922544637,0.0008322115573230112,0.4577769440814421,2.5419148961574587e-07,0.5117920410669725,2.396654864524745e-10,0.020506890810590706,7.805390577575746e-05,1.1427224196207393e-05
p13099,0.003664033300678271,0.4551725739288968,0.00045370190285167454,9.233387005621183e-06,2.6002402650421187e-05,1.3074320360589492e-08,0.5085755983856062,0.005092921774185969,0.02700592184380461
p25007,0.003704357431838051,0.0007139170811664426,0.32432797633713584,6.317720422649508e-08,0.6324422475851962,5.3389299011595216e-11,0.03877776905118492,2.498859330378752e-05,8.680689581183266e-06
p38049,0.014288377445490124,2.8145829699124003e-05,1.4323617942533458e-05,0.08079791849515654,1.4915891298261746e-06,0.00044037797756750957,8.185131775577284e-06,0.9042897631910736,0.00013141672216535313
p31179,0.04541268672332407,0.002507184754914992,0.00016270747505565565,0.05625475757963619,4.742373281059766e-06,3.689841101767567e-05,0.00022093827162476793,0.8807220714965494,0.014678012914596179
p38045,0.05167342348679917,0.0001471777830991743,5.4351333778951535e-05,0.08674297650669881,3.8713346276289855e-06,0.00014036826040853066,3.3891504505356916e-05,0.8606988404557997,0.0005050993342828488
p16023,3.2596720907030175e-05,8.995947440313891e-07,4.7902155415838366e-08,0.8540784247975024,2.2087511037792164e-09,0.1268491614327541,6.858800460853153e-08,0.018596969963043077,0.0004418287921380912
p33007,0.004207199680836059,0.00035133700726029134,0.2639198540427475,1.78127943230308e-07,0.7224855686634519,2.1332988950471633e-10,0.00895823087357762,7.26095215971667e-05,5.021869256281022e-06
p38043,0.02645731327868723,7.273022887297434e-05,2.7427959202619734e-05,0.10838427868776843,2.1661684213473773e-06,0.0002548895070084536,1.678419264030938e-05,0.8644474568957908,0.000336953081607726
p48273,0.000129164586791694,0.009073134275326907,9.425241469621538e-07,0.0034051655371958745,2.592339639379481e-08,1.4126780072575448e-05,0.0011125963068653714,0.0006944004018351081,0.9855704436643692
p18127,0.7219645808251405,0.07740488862518483,0.02344791217857982,0.00027469945552868996,0.0006503513368757875,1.8795085824117593e-07,0.02598816782435099,0.14036330804159447,0.009905903761886678
p28101,0.016951368950841497,0.5979973983167652,0.00032262141102074786,0.00014999263437038055,1.0174293299546449e-05,2.219010489584568e-07,0.1429543031306904,0.03575578734743111,0.205858132014532
p37163,0.025550413488146108,0.09517397401774183,0.02251573931177942,1.1419723701660165e-06,0.003908888248673996,9.333501546385697e-10,0.8499836899920636,0.0015920711364341264,0.001274080899440621
p47127,0.07666065362534284,0.48279965299577887,0.004116966625555806,6.0124318773046055e-05,0.00011931395457478325,5.224329559841242e-08,0.2960836240992501,0.07098683378562284,0.06917277835180607
p12103,0.00035502011374429,0.059514934122045025,8.615461468924658e-05,1.3313002095375145e-06,9.573443719658438e-06,2.81139931088197e-09,0.9232974354005488,0.0005041889137999167,0.016231359279844006
p17065,0.39800183254149324,0.27823503438245206,0.004156758003260235,0.00023679986206202167,9.655995038742792e-05,1.532399272776504e-07,0.02121826842730127,0.21315448040045112,0.08490011319266533
p05105,0.044509702923250884,0.16518674553324056,0.00022942269356281952,0.002651927699410459,5.367650497071269e-06,2.7638945968844326e-06,0.00877321318066053,0.1787433983509325,0.5998974580738482
p20023,0.0021188817947310166,0.0003966430356024149,6.256188112963211e-06,0.4297484595685609,1.7471449328656138e-07,0.0001557771586669475,3.049708664715513e-05,0.5104379453549812,0.057105365098204255
p08029,0.00012408491744084457,3.289142831808041e-05,3.6508786704034914e-07,0.8883993212928074,1.0181679624120684e-08,0.0069968573703040465,2.4049691495271154e-06,0.06293858211386434,0.041505482638569284
p19185,0.24567371775386254,0.018423068619029575,0.0007997302971246614,0.006860160707506354,2.234140700776293e-05,2.968495285382751e-06,0.0016059739400961892,0.6928233837364968,0.0337886550435908
p48165,0.0002042847496463807,0.0009305887610971138,9.0966266025926e-07,0.2074142357488089,2.102404105744923e-08,0.0007850277917197977,8.036405186761897e-05,0.02719629690791509,0.7633882713022437
p01093,0.05688237395459148,0.5757177459938282,0.0013971359473846057,0.0001302636492094308,4.087900824426976e-05,1.3449072149610752e-07,0.1400987672945975,0.09582346027875913,0.12990923938266397
p37189,0.07865255802120259,0.42078301088773573,0.02744932619480115,4.904266551349263e-06,0.001427320289994856,3.769877474629248e-09,0.4599094168532751,0.006799859044638203,0.004973600671923537
p51770,0.11806667859575908,0.19782244591812526,0.08614220275796979,2.8796063601796647e-06,0.0065048667858327094,1.9281655489301633e-09,0.5857359074847481,0.0034887172292309486,0.0022362996938084393
p48317,0.0002526617668892559,0.0015694853524055525,1.180629308827263e-06,0.14600665285954953,2.724392315041313e-08,0.0005281050773261095,0.0001341480427771921,0.021533230828207305,0.829974508199613
p48037,0.013828920922977453,0.11890936758380798,7.54298908696817e-05,0.004399989788294333,1.8012716998188648e-06,7.478190474147836e-06,0.008534668479797216,0.07230474900094568,0.7819375948711337
p49057,3.703421787986896e-05,2.8358867773769703e-06,7.435527942035994e-08,0.9220286658897249,2.4862737546065497e-09,0.06047389618665143,2.184751566710392e-07,0.014903348682091047,0.002553923820165708
p29127,0.4345823385512995,0.04025493468749367,0.001253087125034599,0.00179567948066101,3.3878943070609516e-05,8.175966678708607e-07,0.0031789408478621337,0.48281940691573094,0.03608091585217975
p36045,0.044992729040805125,0.003079182851304081,0.7290201458531756,1.716706472867027e-06,0.19507803439723095,1.6125452708007278e-09,0.02728222130728145,0.0004943040155542333,5.166421563036517e-05
p19097,0.46149831243263195,0.013512265234269787,0.002786541632509206,0.001296802345573356,7.479862220865055e-05,8.826341771848319e-07,0.0029408916747221416,0.5119498715135763,0.005939633910331431
p38063,0.04642551854442835,7.143379415224108e-05,4.595096687412977e-05,0.0399004914036663,4.789836876866934e-06,0.00013790207539728279,2.5708372361836208e-05,0.9132189136051477,0.00016929140109540886
p36019,0.008729220714323848,0.0006334384147807021,0.5288038773497817,4.2115897312820826e-07,0.4517992477743394,4.728847255704288e-10,0.00986311829674904,0.00016062924072034743,1.0046577447035812e-05
p08045,0.00013305776930229245,2.733639309673843e-05,4.168771715707411e-07,0.879579777498693,1.14435729105706e-08,0.004976310957252745,2.1444197381143503e-06,0.0854928070119823,0.029788137629190255
p29177,0.16496184544397832,0.028194439180843824,0.0004820779868409807,0.008842166505259564,1.2886048859435318e-05,4.390896558257389e-06,0.002094871719949173,0.6899983619419099,0.1054089602758004
p39073,0.39262087750535457,0.20945716768515324,0.13360586320347245,1.0868898294676587e-05,0.0031192292963380355,5.801008413821021e-09,0.25166308889677513,0.006455383764895181,0.00306751494870839
