sc_gid,fips,reeds_ba
8553,p50015,129
8554,p50015,129
8555,p50023,129
8556,p50005,129
8557,p50005,129
8558,p50005,129
8559,p33009,130
8560,p33007,130
8561,p33007,130
8562,p33007,130
8563,p33007,130
8564,p33003,130
8565,p23017,134
8566,p23017,134
8567,p23017,134
8568,p23017,134
8569,p23001,134
8570,p23001,134
8571,p23001,134
8572,p23023,134
8573,p23023,134
8574,p23015,134
8575,p23015,134
8576,p23013,134
8577,p23013,134
8578,p41011,6
8579,p41011,6
8580,p41011,6
8581,p41019,6
8582,p41019,6
8583,p41019,6
8584,p41019,6
8585,p41019,6
8586,p41039,5
8587,p41039,5
8588,p41039,5
8589,p41039,5
8590,p41039,5
8591,p41039,5
8592,p41039,5
8593,p41039,5
8594,p41039,5
8595,p41017,5
8596,p41017,5
8597,p41017,5
8598,p41017,5
8599,p41017,5
8600,p41013,5
8601,p41013,5
8602,p41013,5
8603,p41013,5
8604,p41013,5
8605,p41013,5
8606,p41013,5
8607,p41013,5
8608,p41069,5
8609,p41069,5
8610,p41023,5
8611,p41023,5
8612,p41023,5
8613,p41023,5
8614,p41023,5
8615,p41023,5
8616,p41023,5
8617,p41023,5
8618,p41001,7
8619,p41001,7
8620,p41001,7
8621,p41001,7
8622,p41001,7
8623,p41001,7
8624,p41001,7
8625,p41001,7
8626,p41001,7
8627,p16087,15
8628,p16087,15
8629,p16087,15
8630,p16003,15
8631,p16003,15
8632,p16003,15
8633,p16085,15
8634,p16085,15
8635,p16085,15
8636,p16085,15
8637,p16085,15
8638,p16085,15
8639,p16085,15
8640,p16085,15
8641,p16085,15
8642,p16059,15
8643,p16059,15
8644,p16059,15
8645,p16059,15
8646,p16059,15
8647,p16059,15
8648,p16059,15
8649,p16059,15
8650,p30001,17
8651,p30001,17
8652,p30001,17
8653,p30001,17
8654,p30001,17
8655,p30001,17
8656,p30001,17
8657,p30057,17
8658,p30057,17
8659,p30057,17
8660,p30057,17
8661,p30057,17
8662,p30057,17
8663,p30057,17
8664,p30031,18
8665,p30031,18
8666,p30031,18
8667,p30067,18
8668,p30067,18
8669,p30067,18
8670,p30067,18
8671,p30067,18
8672,p30097,18
8673,p30097,18
8674,p30097,18
8675,p30095,18
8676,p30095,18
8677,p30095,18
8678,p30095,18
8679,p30095,18
8680,p30111,20
8681,p30111,20
8682,p30111,20
8683,p30111,20
8684,p30111,20
8685,p30003,18
8686,p30003,18
8687,p30003,18
8688,p30003,18
8689,p30003,18
8690,p30003,18
8691,p30003,18
8692,p30003,18
8693,p30087,20
8694,p30087,20
8695,p30087,20
8696,p30087,20
8697,p30017,35
8698,p30017,35
8699,p30017,35
8700,p30017,35
8701,p30017,35
8702,p30017,35
8703,p30017,35
8704,p30017,35
8705,p30011,35
8706,p30011,35
8707,p30011,35
8708,p30011,35
8709,p30025,35
8710,p30025,35
8711,p38011,36
8712,p38011,36
8713,p38011,36
8714,p38011,36
8715,p38011,36
8716,p38011,36
8717,p38011,36
8718,p38001,36
8719,p38001,36
8720,p38001,36
8721,p38001,36
8722,p38001,36
8723,p38001,36
8724,p38037,36
8725,p38037,36
8726,p38037,36
8727,p38037,36
8728,p38037,36
8729,p38085,36
8730,p38085,36
8731,p38085,36
8732,p38085,36
8733,p38029,36
8734,p38029,36
8735,p38029,36
8736,p38029,36
8737,p38051,36
8738,p38051,36
8739,p38051,36
8740,p38051,36
8741,p38051,36
8742,p38051,36
8743,p38021,36
8744,p38021,36
8745,p38021,36
8746,p38021,36
8747,p38021,36
8748,p38021,36
8749,p38081,37
8750,p38081,37
8751,p38081,37
8752,p38081,37
8753,p38081,37
8754,p38077,37
8755,p38077,37
8756,p38077,37
8757,p38077,37
8758,p27167,43
8759,p27167,43
8760,p27111,43
8761,p27111,43
8762,p27111,43
8763,p27111,43
8764,p27111,43
8765,p27111,43
8766,p27111,43
8767,p27153,43
8768,p27153,43
8769,p27153,43
8770,p27097,43
8771,p27097,43
8772,p27035,43
8773,p27035,43
8774,p27035,43
8775,p27035,43
8776,p27095,43
8777,p27095,43
8778,p27001,43
8779,p27001,43
8780,p27115,43
8781,p27115,43
8782,p27115,43
8783,p27115,43
8784,p27115,43
8785,p55031,46
8786,p55031,46
8787,p55129,46
8788,p55129,46
8789,p55129,46
8790,p55113,46
8791,p55113,46
8792,p55113,46
8793,p55113,46
8794,p55003,46
8795,p55003,46
8796,p55003,46
8797,p55003,46
8798,p55051,46
8799,p55051,46
8800,p55125,75
8801,p55125,75
8802,p55125,75
8803,p55125,75
8804,p55125,75
8805,p55125,75
8806,p55125,75
8807,p26071,74
8808,p26071,74
8809,p26071,74
8810,p26071,74
8811,p26071,74
8812,p26043,74
8813,p26043,74
8814,p26043,74
8815,p26109,74
8816,p26109,74
8817,p26041,74
8818,p26041,74
8819,p26041,74
8820,p26041,74
8821,p26041,74
8822,p26153,103
8823,p26153,103
8824,p26097,103
8825,p26047,103
8826,p26047,103
8827,p26047,103
8828,p26031,103
8829,p26031,103
8830,p36089,127
8831,p36089,127
8832,p36089,127
8833,p36089,127
8834,p36089,127
8835,p36089,127
8836,p36033,127
8837,p36033,127
8838,p36033,127
8839,p36033,127
8840,p36033,127
8841,p36019,127
8842,p36019,127
8843,p36019,127
8844,p36031,127
8845,p50007,129
8846,p50007,129
8847,p50007,129
8848,p50023,129
8849,p50023,129
8850,p50023,129
8851,p50023,129
8852,p50005,129
8853,p33009,130
8854,p33009,130
8855,p33009,130
8856,p33009,130
8857,p33009,130
8858,p33003,130
8859,p33003,130
8860,p23017,134
8861,p23017,134
8862,p23005,134
8863,p23017,134
8864,p23001,134
8865,p23005,134
8866,p23001,134
8867,p23023,134
8868,p23023,134
8869,p23015,134
8870,p23015,134
8871,p41011,6
8872,p41011,6
8873,p41011,6
8874,p41011,6
8875,p41019,6
8876,p41019,6
8877,p41019,6
8878,p41019,6
8879,p41019,6
8880,p41039,5
8881,p41039,5
8882,p41039,5
8883,p41039,5
8884,p41039,5
8885,p41039,5
8886,p41039,5
8887,p41039,5
8888,p41017,5
8889,p41017,5
8890,p41017,5
8891,p41017,5
8892,p41017,5
8893,p41017,5
8894,p41013,5
8895,p41013,5
8896,p41013,5
8897,p41013,5
8898,p41013,5
8899,p41013,5
8900,p41013,5
8901,p41013,5
8902,p41013,5
8903,p41023,5
8904,p41023,5
8905,p41023,5
8906,p41023,5
8907,p41023,5
8908,p41023,5
8909,p41023,5
8910,p41023,5
8911,p41023,5
8912,p41001,7
8913,p41001,7
8914,p41001,7
8915,p41001,7
8916,p41001,7
8917,p41001,7
8918,p41001,7
8919,p41001,7
8920,p16087,15
8921,p16087,15
8922,p16087,15
8923,p16087,15
8924,p16003,15
8925,p16003,15
8926,p16085,15
8927,p16085,15
8928,p16085,15
8929,p16085,15
8930,p16085,15
8931,p16085,15
8932,p16085,15
8933,p16085,15
8934,p16085,15
8935,p16085,15
8936,p16059,15
8937,p16059,15
8938,p16059,15
8939,p16059,15
8940,p16059,15
8941,p16059,15
8942,p16059,15
8943,p16059,15
8944,p30001,17
8945,p30001,17
8946,p30001,17
8947,p30001,17
8948,p30001,17
8949,p30001,17
8950,p30001,17
8951,p30057,17
8952,p30057,17
8953,p30057,17
8954,p30057,17
8955,p30057,17
8956,p30057,17
8957,p30057,17
8958,p30031,18
8959,p30031,18
8960,p30031,18
8961,p30067,18
8962,p30067,18
8963,p30067,18
8964,p30067,18
8965,p30097,18
8966,p30097,18
8967,p30095,18
8968,p30095,18
8969,p30095,18
8970,p30095,18
8971,p30095,18
8972,p30009,18
8973,p30009,18
8974,p30009,18
8975,p30111,20
8976,p30111,20
8977,p30111,20
8978,p30111,20
8979,p30003,18
8980,p30003,18
8981,p30003,18
8982,p30003,18
8983,p30003,18
8984,p30003,18
8985,p30003,18
8986,p30003,18
8987,p30087,20
8988,p30087,20
8989,p30087,20
8990,p30087,20
8991,p30075,20
8992,p30075,20
8993,p30017,35
8994,p30017,35
8995,p30017,35
8996,p30017,35
8997,p30017,35
8998,p30017,35
8999,p30011,35
9000,p30011,35
9001,p30011,35
9002,p30011,35
9003,p30011,35
9004,p30011,35
9005,p46063,38
9006,p46063,38
9007,p46063,38
9008,p46063,38
9009,p46063,38
9010,p38011,36
9011,p38011,36
9012,p38001,36
9013,p38001,36
9014,p38001,36
9015,p38001,36
9016,p38001,36
9017,p38001,36
9018,p38085,36
9019,p38085,36
9020,p38085,36
9021,p38085,36
9022,p38085,36
9023,p38085,36
9024,p38085,36
9025,p38085,36
9026,p38085,36
9027,p38029,36
9028,p38029,36
9029,p38029,36
9030,p38029,36
9031,p38051,36
9032,p38051,36
9033,p38051,36
9034,p38051,36
9035,p38051,36
9036,p38051,36
9037,p38021,36
9038,p38021,36
9039,p38021,36
9040,p38021,36
9041,p38021,36
9042,p38021,36
9043,p38081,37
9044,p38081,37
9045,p38081,37
9046,p38081,37
9047,p38081,37
9048,p38077,37
9049,p38077,37
9050,p38077,37
9051,p38077,37
9052,p27167,43
9053,p27167,43
9054,p27111,43
9055,p27111,43
9056,p27111,43
9057,p27111,43
9058,p27111,43
9059,p27111,43
9060,p27111,43
9061,p27153,43
9062,p27153,43
9063,p27153,43
9064,p27097,43
9065,p27097,43
9066,p27097,43
9067,p27097,43
9068,p27097,43
9069,p27097,43
9070,p27095,43
9071,p27095,43
9072,p27065,43
9073,p27065,43
9074,p27065,43
9075,p27115,43
9076,p27115,43
9077,p27115,43
9078,p27115,43
9079,p55013,46
9080,p55013,46
9081,p55129,46
9082,p55129,46
9083,p55129,46
9084,p55113,46
9085,p55113,46
9086,p55113,46
9087,p55113,46
9088,p55003,46
9089,p55003,46
9090,p55003,46
9091,p55003,46
9092,p55051,46
9093,p55051,46
9094,p55125,75
9095,p55125,75
9096,p55125,75
9097,p55125,75
9098,p55125,75
9099,p55125,75
9100,p55041,75
9101,p55041,75
9102,p55037,75
9103,p55037,75
9104,p55037,75
9105,p55037,75
9106,p26043,74
9107,p26043,74
9108,p26043,74
9109,p26109,74
9110,p26109,74
9111,p26041,74
9112,p26041,74
9113,p26041,74
9114,p26041,74
9115,p26041,74
9116,p26153,103
9117,p26153,103
9118,p26097,103
9119,p26097,103
9120,p26047,103
9121,p26047,103
9122,p26031,103
9123,p26031,103
9124,p26031,103
9125,p26031,103
9126,p26141,103
9127,p36089,127
9128,p36089,127
9129,p36089,127
9130,p36089,127
9131,p36089,127
9132,p36089,127
9133,p36033,127
9134,p36033,127
9135,p36033,127
9136,p36033,127
9137,p36033,127
9138,p36019,127
9139,p36019,127
9140,p36031,127
9141,p36031,127
9142,p50007,129
9143,p50007,129
9144,p50007,129
9145,p50023,129
9146,p50023,129
9147,p50023,129
9148,p50023,129
9149,p50005,129
9150,p33009,130
9151,p33009,130
9152,p33009,130
9153,p33009,130
9154,p33009,130
9155,p33003,130
9156,p33003,130
9157,p33003,130
9158,p23017,134
9159,p23005,134
9160,p23005,134
9161,p23005,134
9162,p23005,134
9163,p23005,134
9164,p23005,134
9165,p23023,134
9166,p23023,134
9167,p41011,6
9168,p41011,6
9169,p41011,6
9170,p41011,6
9171,p41011,6
9172,p41019,6
9173,p41019,6
9174,p41019,6
9175,p41019,6
9176,p41019,6
9177,p41039,5
9178,p41039,5
9179,p41039,5
9180,p41039,5
9181,p41039,5
9182,p41039,5
9183,p41039,5
9184,p41017,5
9185,p41017,5
9186,p41017,5
9187,p41017,5
9188,p41017,5
9189,p41017,5
9190,p41017,5
9191,p41017,5
9192,p41013,5
9193,p41013,5
9194,p41013,5
9195,p41013,5
9196,p41013,5
9197,p41013,5
9198,p41013,5
9199,p41013,5
9200,p41023,5
9201,p41023,5
9202,p41023,5
9203,p41023,5
9204,p41023,5
9205,p41023,5
9206,p41023,5
9207,p41023,5
9208,p41001,7
9209,p41001,7
9210,p41001,7
9211,p41045,7
9212,p41045,7
9213,p41001,7
9214,p41001,7
9215,p41001,7
9216,p41001,7
9217,p16087,15
9218,p16087,15
9219,p16087,15
9220,p16087,15
9221,p16003,15
9222,p16003,15
9223,p16085,15
9224,p16085,15
9225,p16085,15
9226,p16085,15
9227,p16085,15
9228,p16085,15
9229,p16085,15
9230,p16085,15
9231,p16085,15
9232,p16085,15
9233,p16059,15
9234,p16059,15
9235,p16059,15
9236,p16059,15
9237,p16059,15
9238,p16059,15
9239,p16059,15
9240,p16059,15
9241,p30001,17
9242,p30001,17
9243,p30001,17
9244,p30001,17
9245,p30001,17
9246,p30001,17
9247,p30001,17
9248,p30057,17
9249,p30057,17
9250,p30057,17
9251,p30057,17
9252,p30057,17
9253,p30057,17
9254,p30057,17
9255,p30031,18
9256,p30031,18
9257,p30067,18
9258,p30067,18
9259,p30067,18
9260,p30067,18
9261,p30067,18
9262,p30097,18
9263,p30097,18
9264,p30095,18
9265,p30095,18
9266,p30095,18
9267,p30009,18
9268,p30009,18
9269,p30009,18
9270,p30009,18
9271,p30009,18
9272,p30111,20
9273,p30111,20
9274,p30111,20
9275,p30111,20
9276,p30003,18
9277,p30003,18
9278,p30003,18
9279,p30003,18
9280,p30003,18
9281,p30003,18
9282,p30003,18
9283,p30003,18
9284,p30003,18
9285,p30087,20
9286,p30087,20
9287,p30087,20
9288,p30075,20
9289,p30075,20
9290,p30075,20
9291,p30075,20
9292,p30075,20
9293,p30075,20
9294,p30075,20
9295,p30075,20
9296,p30011,35
9297,p30011,35
9298,p30011,35
9299,p30011,35
9300,p30011,35
9301,p30011,35
9302,p46063,38
9303,p46063,38
9304,p46063,38
9305,p46063,38
9306,p46063,38
9307,p46063,38
9308,p46063,38
9309,p46105,38
9310,p46105,38
9311,p46105,38
9312,p46105,38
9313,p46105,38
9314,p46105,38
9315,p46031,38
9316,p46031,38
9317,p46031,38
9318,p46031,38
9319,p46031,38
9320,p46031,38
9321,p46031,38
9322,p46031,38
9323,p38085,36
9324,p38029,36
9325,p38029,36
9326,p38029,36
9327,p38029,36
9328,p38051,36
9329,p38051,36
9330,p38051,36
9331,p38051,36
9332,p38051,36
9333,p38051,36
9334,p38021,36
9335,p38021,36
9336,p38021,36
9337,p38021,36
9338,p38021,36
9339,p38021,36
9340,p38081,37
9341,p38081,37
9342,p38081,37
9343,p38081,37
9344,p38081,37
9345,p38077,37
9346,p38077,37
9347,p38077,37
9348,p38077,37
9349,p27155,43
9350,p27155,43
9351,p27051,43
9352,p27051,43
9353,p27051,43
9354,p27041,43
9355,p27041,43
9356,p27041,43
9357,p27041,43
9358,p27153,43
9359,p27153,43
9360,p27153,43
9361,p27097,43
9362,p27097,43
9363,p27097,43
9364,p27097,43
9365,p27097,43
9366,p27097,43
9367,p27095,43
9368,p27095,43
9369,p27065,43
9370,p27065,43
9371,p27115,43
9372,p27115,43
9373,p27115,43
9374,p27115,43
9375,p55013,46
9376,p55013,46
9377,p55013,46
9378,p55129,46
9379,p55129,46
9380,p55129,46
9381,p55113,46
9382,p55113,46
9383,p55113,46
9384,p55113,46
9385,p55113,46
9386,p55113,46
9387,p55099,46
9388,p55099,46
9389,p55099,46
9390,p55099,46
9391,p55085,75
9392,p55085,75
9393,p55085,75
9394,p55085,75
9395,p55085,75
9396,p55085,75
9397,p55041,75
9398,p55041,75
9399,p55037,75
9400,p55037,75
9401,p55037,75
9402,p55037,75
9403,p26043,74
9404,p26043,74
9405,p26043,74
9406,p26109,74
9407,p26109,74
9408,p26041,74
9409,p26041,74
9410,p26041,74
9411,p26041,74
9412,p26041,74
9413,p26041,74
9414,p26097,103
9415,p26047,103
9416,p26047,103
9417,p26047,103
9418,p26047,103
9419,p26031,103
9420,p26031,103
9421,p26031,103
9422,p26141,103
9423,p26141,103
9424,p26141,103
9425,p36089,127
9426,p36089,127
9427,p36089,127
9428,p36089,127
9429,p36089,127
9430,p36089,127
9431,p36089,127
9432,p36089,127
9433,p36033,127
9434,p36033,127
9435,p36033,127
9436,p36031,127
9437,p36031,127
9438,p36031,127
9439,p36031,127
9440,p36031,127
9441,p50007,129
9442,p50001,129
9443,p50001,129
9444,p50023,129
9445,p50023,129
9446,p50023,129
9447,p50017,129
9448,p50017,129
9449,p50017,129
9450,p33009,130
9451,p33009,130
9452,p33009,130
9453,p33009,130
9454,p33003,130
9455,p33003,130
9456,p33003,130
9457,p23017,134
9458,p23005,134
9459,p23005,134
9460,p23005,134
9461,p23005,134
9462,p23005,134
9463,p23005,134
9464,p23023,134
9465,p41011,6
9466,p41011,6
9467,p41011,6
9468,p41011,6
9469,p41011,6
9470,p41019,6
9471,p41019,6
9472,p41019,6
9473,p41019,6
9474,p41019,6
9475,p41019,6
9476,p41019,6
9477,p41039,5
9478,p41039,5
9479,p41039,5
9480,p41039,5
9481,p41039,5
9482,p41017,5
9483,p41017,5
9484,p41017,5
9485,p41017,5
9486,p41017,5
9487,p41017,5
9488,p41017,5
9489,p41017,5
9490,p41017,5
9491,p41013,5
9492,p41013,5
9493,p41013,5
9494,p41013,5
9495,p41013,5
9496,p41013,5
9497,p41013,5
9498,p41023,5
9499,p41023,5
9500,p41023,5
9501,p41023,5
9502,p41023,5
9503,p41023,5
9504,p41023,5
9505,p41023,5
9506,p41001,7
9507,p41001,7
9508,p41045,7
9509,p41045,7
9510,p41045,7
9511,p41045,7
9512,p41001,7
9513,p41001,7
9514,p16087,15
9515,p16087,15
9516,p16087,15
9517,p16087,15
9518,p16087,15
9519,p16003,15
9520,p16003,15
9521,p16085,15
9522,p16085,15
9523,p16085,15
9524,p16085,15
9525,p16085,15
9526,p16085,15
9527,p16085,15
9528,p16037,15
9529,p16037,15
9530,p16059,15
9531,p16059,15
9532,p16059,15
9533,p16037,15
9534,p16059,15
9535,p16059,15
9536,p16059,15
9537,p16059,15
9538,p16059,15
9539,p30001,17
9540,p30001,17
9541,p30001,17
9542,p30001,17
9543,p30001,17
9544,p30001,17
9545,p30001,17
9546,p30057,17
9547,p30057,17
9548,p30057,17
9549,p30057,17
9550,p30057,17
9551,p30057,17
9552,p30057,17
9553,p30031,18
9554,p30031,18
9555,p30067,18
9556,p30067,18
9557,p30067,18
9558,p30067,18
9559,p30067,18
9560,p30097,18
9561,p30095,18
9562,p30095,18
9563,p30095,18
9564,p30009,18
9565,p30009,18
9566,p30009,18
9567,p30009,18
9568,p30009,18
9569,p30009,18
9570,p30003,18
9571,p30003,18
9572,p30003,18
9573,p30003,18
9574,p30003,18
9575,p30003,18
9576,p30003,18
9577,p30003,18
9578,p30003,18
9579,p30003,18
9580,p30003,18
9581,p30003,18
9582,p30003,18
9583,p30087,20
9584,p30087,20
9585,p30087,20
9586,p30075,20
9587,p30075,20
9588,p30075,20
9589,p30075,20
9590,p30075,20
9591,p30075,20
9592,p30075,20
9593,p30075,20
9594,p30011,35
9595,p30011,35
9596,p30011,35
9597,p30011,35
9598,p30011,35
9599,p30011,35
9600,p46063,38
9601,p46063,38
9602,p46063,38
9603,p46063,38
9604,p46063,38
9605,p46063,38
9606,p46063,38
9607,p46105,38
9608,p46105,38
9609,p46105,38
9610,p46105,38
9611,p46105,38
9612,p46105,38
9613,p46031,38
9614,p46031,38
9615,p46031,38
9616,p46031,38
9617,p46031,38
9618,p46031,38
9619,p46031,38
9620,p46031,38
9621,p46031,38
9622,p46031,38
9623,p46021,38
9624,p46021,38
9625,p46021,38
9626,p46021,38
9627,p46089,38
9628,p46089,38
9629,p46089,38
9630,p46089,38
9631,p46089,38
9632,p46089,38
9633,p46089,38
9634,p46013,38
9635,p46013,38
9636,p46013,38
9637,p46013,38
9638,p46091,38
9639,p46091,38
9640,p46091,38
9641,p46091,38
9642,p46091,38
9643,p46109,38
9644,p46109,38
9645,p46109,38
9646,p46109,38
9647,p27155,43
9648,p27155,43
9649,p27051,43
9650,p27051,43
9651,p27051,43
9652,p27041,43
9653,p27041,43
9654,p27041,43
9655,p27041,43
9656,p27153,43
9657,p27153,43
9658,p27153,43
9659,p27153,43
9660,p27097,43
9661,p27097,43
9662,p27097,43
9663,p27097,43
9664,p27097,43
9665,p27095,43
9666,p27095,43
9667,p27065,43
9668,p27065,43
9669,p27115,43
9670,p27115,43
9671,p27115,43
9672,p55013,46
9673,p55013,46
9674,p55013,46
9675,p55013,46
9676,p55129,46
9677,p55129,46
9678,p55129,46
9679,p55113,46
9680,p55113,46
9681,p55113,46
9682,p55113,46
9683,p55113,46
9684,p55113,46
9685,p55099,46
9686,p55099,46
9687,p55099,46
9688,p55099,46
9689,p55085,75
9690,p55085,75
9691,p55085,75
9692,p55085,75
9693,p55085,75
9694,p55085,75
9695,p55041,75
9696,p55041,75
9697,p55041,75
9698,p55037,75
9699,p55037,75
9700,p55075,75
9701,p55075,75
9702,p55075,75
9703,p26109,74
9704,p26109,74
9705,p26109,74
9706,p26041,74
9707,p26041,74
9708,p26041,74
9709,p26047,103
9710,p26047,103
9711,p26047,103
9712,p26031,103
9713,p26031,103
9714,p26031,103
9715,p26141,103
9716,p26141,103
9717,p26141,103
9718,p26141,103
9719,p26141,103
9720,p36089,127
9721,p36089,127
9722,p36089,127
9723,p36089,127
9724,p36089,127
9725,p36089,127
9726,p36089,127
9727,p36089,127
9728,p36033,127
9729,p36033,127
9730,p36033,127
9731,p36031,127
9732,p36031,127
9733,p36031,127
9734,p36031,127
9735,p36031,127
9736,p50001,129
9737,p50001,129
9738,p50001,129
9739,p50023,129
9740,p50023,129
9741,p50017,129
9742,p50017,129
9743,p50017,129
9744,p50017,129
9745,p33009,130
9746,p33009,130
9747,p33009,130
9748,p33009,130
9749,p33003,130
9750,p33003,130
9751,p33003,130
9752,p23017,134
9753,p23031,134
9754,p23005,134
9755,p23005,134
9756,p23005,134
9757,p23005,134
9758,p41011,6
9759,p41011,6
9760,p41011,6
9761,p41011,6
9762,p41011,6
9763,p41011,6
9764,p41019,6
9765,p41019,6
9766,p41019,6
9767,p41019,6
9768,p41019,6
9769,p41019,6
9770,p41019,6
9771,p41019,6
9772,p41039,5
9773,p41039,5
9774,p41039,5
9775,p41035,6
9776,p41035,6
9777,p41035,6
9778,p41017,5
9779,p41017,5
9780,p41017,5
9781,p41017,5
9782,p41017,5
9783,p41017,5
9784,p41017,5
9785,p41017,5
9786,p41017,5
9787,p41013,5
9788,p41013,5
9789,p41013,5
9790,p41013,5
9791,p41025,7
9792,p41023,5
9793,p41023,5
9794,p41023,5
9795,p41023,5
9796,p41023,5
9797,p41023,5
9798,p41023,5
9799,p41023,5
9800,p41023,5
9801,p41045,7
9802,p41045,7
9803,p41045,7
9804,p41045,7
9805,p41045,7
9806,p41045,7
9807,p41001,7
9808,p16087,15
9809,p16087,15
9810,p16087,15
9811,p16087,15
9812,p16087,15
9813,p16087,15
9814,p16045,15
9815,p16085,15
9816,p16085,15
9817,p16085,15
9818,p16085,15
9819,p16085,15
9820,p16085,15
9821,p16037,15
9822,p16037,15
9823,p16037,15
9824,p16037,15
9825,p16059,15
9826,p16059,15
9827,p16037,15
9828,p16059,15
9829,p16059,15
9830,p16059,15
9831,p16059,15
9832,p16059,15
9833,p30001,17
9834,p30001,17
9835,p30001,17
9836,p30001,17
9837,p30001,17
9838,p30001,17
9839,p30001,17
9840,p30001,17
9841,p30057,17
9842,p30057,17
9843,p30057,17
9844,p30057,17
9845,p30057,17
9846,p30031,18
9847,p30031,18
9848,p30031,18
9849,p30067,18
9850,p30067,18
9851,p30067,18
9852,p30067,18
9853,p30067,18
9854,p30067,18
9855,p30095,18
9856,p30095,18
9857,p30009,18
9858,p30009,18
9859,p30009,18
9860,p30009,18
9861,p30009,18
9862,p30009,18
9863,p30009,18
9864,p30003,18
9865,p30003,18
9866,p30003,18
9867,p30003,18
9868,p30003,18
9869,p30003,18
9870,p30003,18
9871,p30003,18
9872,p30003,18
9873,p30003,18
9874,p30003,18
9875,p30003,18
9876,p30003,18
9877,p30087,20
9878,p30087,20
9879,p30087,20
9880,p30075,20
9881,p30075,20
9882,p30075,20
9883,p30075,20
9884,p30075,20
9885,p30075,20
9886,p30075,20
9887,p30075,20
9888,p30011,35
9889,p30011,35
9890,p30011,35
9891,p30011,35
9892,p30011,35
9893,p30011,35
9894,p46063,38
9895,p46063,38
9896,p46063,38
9897,p46063,38
9898,p46063,38
9899,p46063,38
9900,p46063,38
9901,p46105,38
9902,p46105,38
9903,p46105,38
9904,p46105,38
9905,p46105,38
9906,p46105,38
9907,p46031,38
9908,p46031,38
9909,p46031,38
9910,p46031,38
9911,p46031,38
9912,p46031,38
9913,p46031,38
9914,p46031,38
9915,p46031,38
9916,p46031,38
9917,p46021,38
9918,p46021,38
9919,p46021,38
9920,p46021,38
9921,p46089,38
9922,p46089,38
9923,p46089,38
9924,p46089,38
9925,p46089,38
9926,p46089,38
9927,p46089,38
9928,p46013,38
9929,p46013,38
9930,p46013,38
9931,p46013,38
9932,p46091,38
9933,p46091,38
9934,p46091,38
9935,p46091,38
9936,p46091,38
9937,p46109,38
9938,p46109,38
9939,p46109,38
9940,p46109,38
9941,p27155,43
9942,p27155,43
9943,p27051,43
9944,p27051,43
9945,p27051,43
9946,p27041,43
9947,p27041,43
9948,p27041,43
9949,p27041,43
9950,p27153,43
9951,p27153,43
9952,p27153,43
9953,p27153,43
9954,p27097,43
9955,p27097,43
9956,p27009,43
9957,p27009,43
9958,p27009,43
9959,p27095,43
9960,p27095,43
9961,p27065,43
9962,p27065,43
9963,p27115,43
9964,p27115,43
9965,p55013,46
9966,p55013,46
9967,p55013,46
9968,p55013,46
9969,p55013,46
9970,p55129,46
9971,p55129,46
9972,p55129,46
9973,p55113,46
9974,p55113,46
9975,p55113,46
9976,p55113,46
9977,p55113,46
9978,p55113,46
9979,p55099,46
9980,p55099,46
9981,p55099,46
9982,p55099,46
9983,p55085,75
9984,p55085,75
9985,p55085,75
9986,p55085,75
9987,p55085,75
9988,p55085,75
9989,p55041,75
9990,p55041,75
9991,p55041,75
9992,p55041,75
9993,p55075,75
9994,p55075,75
9995,p55075,75
9996,p55075,75
9997,p26109,74
9998,p26109,74
9999,p26109,74
10000,p26041,74
10001,p26089,103
10002,p26047,103
10003,p26047,103
10004,p26047,103
10005,p26031,103
10006,p26031,103
10007,p26031,103
10008,p26141,103
10009,p26141,103
10010,p26141,103
10011,p26141,103
10012,p26141,103
10013,p26141,103
10014,p36089,127
10015,p36089,127
10016,p36089,127
10017,p36089,127
10018,p36089,127
10019,p36089,127
10020,p36089,127
10021,p36089,127
10022,p36089,127
10023,p36033,127
10024,p36033,127
10025,p36033,127
10026,p36031,127
10027,p36031,127
10028,p36031,127
10029,p36031,127
10030,p36031,127
10031,p50001,129
10032,p50001,129
10033,p50001,129
10034,p50001,129
10035,p50001,129
10036,p50017,129
10037,p50017,129
10038,p50017,129
10039,p50017,129
10040,p33009,130
10041,p33009,130
10042,p33009,130
10043,p33009,130
10044,p33003,130
10045,p33003,130
10046,p33003,130
10047,p33003,130
10048,p23031,134
10049,p23031,134
10050,p23031,134
10051,p23005,134
10052,p23005,134
10053,p41015,6
10054,p41011,6
10055,p41011,6
10056,p41011,6
10057,p41011,6
10058,p41011,6
10059,p41019,6
10060,p41019,6
10061,p41019,6
10062,p41019,6
10063,p41019,6
10064,p41019,6
10065,p41019,6
10066,p41019,6
10067,p41019,6
10068,p41019,6
10069,p41019,6
10070,p41019,6
10071,p41035,6
10072,p41035,6
10073,p41035,6
10074,p41035,6
10075,p41035,6
10076,p41037,7
10077,p41037,7
10078,p41017,5
10079,p41017,5
10080,p41017,5
10081,p41017,5
10082,p41017,5
10083,p41013,5
10084,p41013,5
10085,p41013,5
10086,p41025,7
10087,p41025,7
10088,p41025,7
10089,p41025,7
10090,p41025,7
10091,p41025,7
10092,p41023,5
10093,p41025,7
10094,p41025,7
10095,p41025,7
10096,p41023,5
10097,p41045,7
10098,p41045,7
10099,p41045,7
10100,p41045,7
10101,p41045,7
10102,p41045,7
10103,p41045,7
10104,p41045,7
10105,p16087,15
