sc_gid,fips,reeds_ba
0,p53073,1
1,p53073,1
2,p53073,1
3,p53073,1
4,p53073,1
5,p53073,1
6,p53073,1
7,p53073,1
8,p53073,1
9,p53073,1
10,p53073,1
11,p53073,1
12,p53073,1
13,p53009,2
14,p53073,1
15,p53073,1
16,p53073,1
17,p53073,1
18,p53073,1
19,p53073,1
20,p53073,1
21,p53073,1
22,p53073,1
23,p53073,1
24,p53009,2
25,p53009,2
26,p53055,1
27,p53055,1
28,p53073,1
29,p53073,1
30,p53073,1
31,p53073,1
32,p53073,1
33,p53073,1
34,p53073,1
35,p53073,1
36,p53073,1
37,p53073,1
38,p53073,1
39,p53047,3
40,p53047,3
41,p53047,3
42,p53009,2
43,p53009,2
44,p53009,2
45,p53009,2
46,p53055,1
47,p53055,1
48,p53073,1
49,p53073,1
50,p53073,1
51,p53073,1
52,p53073,1
53,p53073,1
54,p53073,1
55,p53073,1
56,p53073,1
57,p53073,1
58,p53073,1
59,p53073,1
60,p53047,3
61,p53047,3
62,p53047,3
63,p53047,3
64,p53047,3
65,p53047,3
66,p53009,2
67,p53009,2
68,p53009,2
69,p53009,2
70,p53009,2
71,p53055,1
72,p53055,1
73,p53057,1
74,p53057,1
75,p53057,1
76,p53057,1
77,p53057,1
78,p53057,1
79,p53073,1
80,p53073,1
81,p53073,1
82,p53073,1
83,p53073,1
84,p53073,1
85,p53073,1
86,p53047,3
87,p53047,3
88,p53047,3
89,p53047,3
90,p53047,3
91,p53047,3
92,p53047,3
93,p53047,3
94,p53047,3
95,p53047,3
96,p53009,2
97,p53009,2
98,p53009,2
99,p53009,2
100,p53009,2
101,p53009,2
102,p53009,2
103,p53029,1
104,p53057,1
105,p53057,1
106,p53057,1
107,p53057,1
108,p53057,1
109,p53057,1
110,p53057,1
111,p53057,1
112,p53073,1
113,p53073,1
114,p53073,1
115,p53073,1
116,p53047,3
117,p53047,3
118,p53047,3
119,p53047,3
120,p53047,3
121,p53047,3
122,p53047,3
123,p53047,3
124,p53047,3
125,p53047,3
126,p53047,3
127,p53019,3
128,p53019,3
129,p53019,3
130,p53009,2
131,p53009,2
132,p53009,2
133,p53009,2
134,p53009,2
135,p53009,2
136,p53009,2
137,p53009,2
138,p53009,2
139,p53029,1
140,p53029,1
141,p53057,1
142,p53057,1
143,p53057,1
144,p53057,1
145,p53057,1
146,p53057,1
147,p53057,1
148,p53057,1
149,p53057,1
150,p53057,1
151,p53057,1
152,p53047,3
153,p53047,3
154,p53047,3
155,p53047,3
156,p53047,3
157,p53047,3
158,p53047,3
159,p53047,3
160,p53047,3
161,p53047,3
162,p53047,3
163,p53047,3
164,p53019,3
165,p53019,3
166,p53019,3
167,p53019,3
168,p53065,3
169,p53065,3
170,p53065,3
171,p53031,2
172,p53009,2
173,p53009,2
174,p53009,2
175,p53009,2
176,p53009,2
177,p53009,2
178,p53009,2
179,p53009,2
180,p53009,2
181,p53009,2
182,p53031,2
183,p53029,1
184,p53029,1
185,p53061,1
186,p53061,1
187,p53057,1
188,p53057,1
189,p53057,1
190,p53057,1
191,p53057,1
192,p53057,1
193,p53057,1
194,p53007,1
195,p53007,1
196,p53047,3
197,p53047,3
198,p53047,3
199,p53047,3
200,p53047,3
201,p53047,3
202,p53047,3
203,p53047,3
204,p53047,3
205,p53047,3
206,p53047,3
207,p53047,3
208,p53019,3
209,p53019,3
210,p53019,3
211,p53019,3
212,p53065,3
213,p53065,3
214,p53065,3
215,p53065,3
216,p53051,3
217,p53051,3
218,p53051,3
219,p53031,2
220,p53031,2
221,p53031,2
222,p53031,2
223,p53031,2
224,p53009,2
225,p53009,2
226,p53009,2
227,p53009,2
228,p53009,2
229,p53009,2
230,p53031,2
231,p53029,1
232,p53029,1
233,p53061,1
234,p53061,1
235,p53061,1
236,p53061,1
237,p53061,1
238,p53061,1
239,p53057,1
240,p53057,1
241,p53057,1
242,p53007,1
243,p53007,1
244,p53047,3
245,p53047,3
246,p53047,3
247,p53047,3
248,p53047,3
249,p53047,3
250,p53047,3
251,p53047,3
252,p53047,3
253,p53047,3
254,p53047,3
255,p53019,3
256,p53019,3
257,p53019,3
258,p53019,3
259,p53019,3
260,p53065,3
261,p53065,3
262,p53065,3
263,p53065,3
264,p53051,3
265,p53051,3
266,p53051,3
267,p16021,14
268,p16021,14
269,p16021,14
270,p16021,14
271,p16021,14
272,p53031,2
273,p53031,2
274,p53031,2
275,p53031,2
276,p53031,2
277,p53031,2
278,p53031,2
279,p53031,2
280,p53009,2
281,p53009,2
282,p53031,2
283,p53031,2
284,p53029,1
285,p53029,1
286,p53061,1
287,p53061,1
288,p53061,1
289,p53061,1
290,p53061,1
291,p53061,1
292,p53061,1
293,p53061,1
294,p53061,1
295,p53007,1
296,p53007,1
297,p53047,3
298,p53047,3
299,p53047,3
300,p53047,3
301,p53047,3
302,p53047,3
303,p53047,3
304,p53047,3
305,p53047,3
306,p53047,3
307,p53047,3
308,p53019,3
309,p53019,3
310,p53019,3
311,p53019,3
312,p53019,3
313,p53065,3
314,p53065,3
315,p53065,3
316,p53051,3
317,p53051,3
318,p53051,3
319,p16021,14
320,p16021,14
321,p16021,14
322,p16021,14
323,p16021,14
324,p16021,14
325,p30053,17
326,p30053,17
327,p30053,17
328,p30053,17
329,p53031,2
330,p53031,2
331,p53031,2
332,p53031,2
333,p53031,2
334,p53031,2
335,p53031,2
336,p53031,2
337,p53031,2
338,p53031,2
339,p53031,2
340,p53031,2
341,p53035,1
342,p53029,1
343,p53061,1
344,p53061,1
345,p53061,1
346,p53061,1
347,p53061,1
348,p53061,1
349,p53061,1
350,p53061,1
351,p53061,1
352,p53007,1
353,p53007,1
354,p53007,1
355,p53047,3
356,p53047,3
357,p53047,3
358,p53047,3
359,p53047,3
360,p53047,3
361,p53047,3
362,p53047,3
363,p53047,3
364,p53047,3
365,p53019,3
366,p53019,3
367,p53019,3
368,p53019,3
369,p53065,3
370,p53065,3
371,p53065,3
372,p53065,3
373,p53051,3
374,p53051,3
375,p53051,3
376,p16017,14
377,p16017,14
378,p16021,14
379,p16021,14
380,p16021,14
381,p16021,14
382,p30053,17
383,p30053,17
384,p30053,17
385,p30053,17
386,p30053,17
387,p30053,17
388,p30053,17
389,p30053,17
390,p30029,17
391,p53027,2
392,p53027,2
393,p53031,2
394,p53031,2
395,p53031,2
396,p53031,2
397,p53031,2
398,p53031,2
399,p53031,2
400,p53031,2
401,p53031,2
402,p53035,1
403,p53035,1
404,p53061,1
405,p53061,1
406,p53061,1
407,p53061,1
408,p53061,1
409,p53061,1
410,p53061,1
411,p53061,1
412,p53061,1
413,p53007,1
414,p53007,1
415,p53007,1
416,p53007,1
417,p53047,3
418,p53047,3
419,p53047,3
420,p53047,3
421,p53047,3
422,p53047,3
423,p53047,3
424,p53047,3
425,p53047,3
426,p53047,3
427,p53019,3
428,p53019,3
429,p53019,3
430,p53019,3
431,p53065,3
432,p53065,3
433,p53065,3
434,p53065,3
435,p53051,3
436,p53051,3
437,p53051,3
438,p16017,14
439,p16021,14
440,p16021,14
441,p16021,14
442,p16021,14
443,p16021,14
444,p30053,17
445,p30053,17
446,p30053,17
447,p30053,17
448,p30053,17
449,p30053,17
450,p30053,17
451,p30053,17
452,p30029,17
453,p30029,17
454,p30029,17
455,p30029,17
456,p30035,18
457,p30035,18
458,p30035,18
459,p53027,2
460,p53027,2
461,p53027,2
462,p53027,2
463,p53027,2
464,p53031,2
465,p53045,2
466,p53045,2
467,p53031,2
468,p53031,2
469,p53035,1
470,p53035,1
471,p53033,1
472,p53033,1
473,p53033,1
474,p53061,1
475,p53061,1
476,p53061,1
477,p53061,1
478,p53061,1
479,p53061,1
480,p53007,1
481,p53007,1
482,p53007,1
483,p53007,1
484,p53007,1
485,p53007,1
486,p53047,3
487,p53047,3
488,p53047,3
489,p53047,3
490,p53047,3
491,p53047,3
492,p53047,3
493,p53047,3
494,p53019,3
495,p53019,3
496,p53019,3
497,p53019,3
498,p53065,3
499,p53065,3
500,p53065,3
501,p53065,3
502,p53065,3
503,p53051,3
504,p53051,3
505,p53051,3
506,p16017,14
507,p16021,14
508,p16021,14
509,p16021,14
510,p16021,14
511,p16021,14
512,p30053,17
513,p30053,17
514,p30053,17
515,p30053,17
516,p30053,17
517,p30053,17
518,p30053,17
519,p30053,17
520,p30029,17
521,p30029,17
522,p30029,17
523,p30029,17
524,p30035,18
525,p30035,18
526,p30035,18
527,p30035,18
528,p30035,18
529,p30035,18
530,p30035,18
531,p30035,18
532,p53027,2
533,p53027,2
534,p53027,2
535,p53027,2
536,p53027,2
537,p53027,2
538,p53045,2
539,p53045,2
540,p53045,2
541,p53035,1
542,p53035,1
543,p53035,1
544,p53033,1
545,p53033,1
546,p53033,1
547,p53033,1
548,p53033,1
549,p53033,1
550,p53061,1
551,p53061,1
552,p53061,1
553,p53007,1
554,p53007,1
555,p53007,1
556,p53007,1
557,p53007,1
558,p53007,1
559,p53047,3
560,p53047,3
561,p53017,4
562,p53047,3
563,p53047,3
564,p53047,3
565,p53047,3
566,p53047,3
567,p53019,3
568,p53019,3
569,p53019,3
570,p53019,3
571,p53065,3
572,p53065,3
573,p53065,3
574,p53065,3
575,p53051,3
576,p53051,3
577,p53051,3
578,p16017,14
579,p16017,14
580,p16017,14
581,p16021,14
582,p16021,14
583,p16021,14
584,p30053,17
585,p30053,17
586,p30053,17
587,p30053,17
588,p30053,17
589,p30053,17
590,p30053,17
591,p30053,17
592,p30053,17
593,p30029,17
594,p30029,17
595,p30029,17
596,p30029,17
597,p30029,17
598,p30035,18
599,p30035,18
600,p30035,18
601,p30035,18
602,p30035,18
603,p30035,18
604,p30035,18
605,p30035,18
606,p30035,18
607,p30035,18
608,p30101,18
609,p30101,18
610,p30101,18
611,p23003,134
612,p23003,134
613,p53027,2
614,p53027,2
615,p53027,2
616,p53027,2
617,p53027,2
618,p53045,2
619,p53045,2
620,p53045,2
621,p53045,2
622,p53045,2
623,p53035,1
624,p53035,1
625,p53033,1
626,p53033,1
627,p53033,1
628,p53033,1
629,p53033,1
630,p53033,1
631,p53033,1
632,p53033,1
633,p53033,1
634,p53007,1
635,p53007,1
636,p53007,1
637,p53007,1
638,p53007,1
639,p53007,1
640,p53007,1
641,p53017,4
642,p53017,4
643,p53017,4
644,p53017,4
645,p53017,4
646,p53017,4
647,p53047,3
648,p53019,3
649,p53019,3
650,p53019,3
651,p53019,3
652,p53065,3
653,p53065,3
654,p53065,3
655,p53065,3
656,p53051,3
657,p53051,3
658,p53051,3
659,p16017,14
660,p16017,14
661,p16017,14
662,p16017,14
663,p16017,14
664,p16017,14
665,p30053,17
666,p30053,17
667,p30053,17
668,p30053,17
669,p30053,17
670,p30053,17
671,p30053,17
672,p30053,17
673,p30029,17
674,p30029,17
675,p30029,17
676,p30029,17
677,p30029,17
678,p30029,17
679,p30035,18
680,p30035,18
681,p30035,18
682,p30035,18
683,p30035,18
684,p30035,18
685,p30035,18
686,p30035,18
687,p30035,18
688,p30035,18
689,p30101,18
690,p30101,18
691,p30101,18
692,p30101,18
693,p30101,18
694,p30101,18
695,p30051,18
696,p30051,18
697,p30051,18
698,p23003,134
699,p23003,134
700,p23003,134
701,p23003,134
702,p23003,134
703,p23003,134
704,p23003,134
705,p23003,134
706,p53027,2
707,p53027,2
708,p53027,2
709,p53027,2
710,p53027,2
711,p53045,2
712,p53045,2
713,p53045,2
714,p53045,2
715,p53053,1
716,p53053,1
717,p53035,1
718,p53033,1
719,p53033,1
720,p53033,1
721,p53033,1
722,p53033,1
723,p53033,1
724,p53033,1
725,p53033,1
726,p53007,1
727,p53007,1
728,p53007,1
729,p53007,1
730,p53007,1
731,p53007,1
732,p53007,1
733,p53007,1
734,p53017,4
735,p53017,4
736,p53017,4
737,p53017,4
738,p53017,4
739,p53017,4
740,p53047,3
741,p53019,3
742,p53019,3
743,p53019,3
744,p53065,3
745,p53065,3
746,p53065,3
747,p53065,3
748,p53065,3
749,p53051,3
750,p53051,3
751,p53051,3
752,p16017,14
753,p16017,14
754,p16017,14
755,p16017,14
756,p16017,14
757,p16017,14
758,p30053,17
759,p30053,17
760,p30053,17
761,p30053,17
762,p30053,17
763,p30053,17
764,p30053,17
765,p30029,17
766,p30029,17
767,p30029,17
768,p30029,17
769,p30029,17
770,p30029,17
771,p30029,17
772,p30035,18
773,p30035,18
774,p30035,18
775,p30035,18
776,p30035,18
777,p30035,18
778,p30035,18
779,p30035,18
780,p30035,18
781,p30035,18
782,p30101,18
783,p30101,18
784,p30101,18
785,p30101,18
786,p30101,18
787,p30051,18
788,p30051,18
789,p30051,18
790,p30051,18
791,p30041,18
792,p30041,18
793,p30041,18
794,p30041,18
795,p30041,18
796,p30041,18
797,p23003,134
798,p23003,134
799,p23003,134
800,p23003,134
801,p23003,134
802,p23003,134
803,p23003,134
804,p23003,134
805,p23003,134
806,p23003,134
807,p53027,2
808,p53027,2
809,p53027,2
810,p53027,2
811,p53027,2
812,p53045,2
813,p53045,2
814,p53045,2
815,p53045,2
816,p53053,1
817,p53053,1
818,p53053,1
819,p53033,1
820,p53033,1
821,p53033,1
822,p53033,1
823,p53033,1
824,p53033,1
825,p53033,1
826,p53037,1
827,p53007,1
828,p53007,1
829,p53007,1
830,p53007,1
831,p53007,1
832,p53007,1
833,p53017,4
834,p53017,4
835,p53017,4
836,p53017,4
837,p53017,4
838,p53017,4
839,p53025,4
840,p53025,4
841,p53043,3
842,p53043,3
843,p53019,3
844,p53065,3
845,p53065,3
846,p53065,3
847,p53065,3
848,p53065,3
849,p53065,3
850,p53051,3
851,p53051,3
852,p53051,3
853,p16017,14
854,p16017,14
855,p16017,14
856,p16017,14
857,p16017,14
858,p16017,14
859,p30053,17
860,p30053,17
861,p30053,17
862,p30053,17
863,p30053,17
864,p30053,17
865,p30053,17
866,p30029,17
867,p30029,17
868,p30029,17
869,p30029,17
870,p30029,17
871,p30029,17
872,p30029,17
873,p30029,17
874,p30035,18
875,p30035,18
876,p30035,18
877,p30035,18
878,p30035,18
879,p30035,18
880,p30035,18
881,p30035,18
882,p30035,18
883,p30101,18
884,p30101,18
885,p30101,18
886,p30101,18
887,p30101,18
888,p30051,18
889,p30051,18
890,p30051,18
891,p30041,18
892,p30041,18
893,p30041,18
894,p30041,18
895,p30041,18
896,p30041,18
897,p30041,18
898,p30041,18
899,p30005,18
900,p30005,18
901,p30005,18
902,p30005,18
903,p30005,18
904,p30005,18
905,p30005,18
906,p23003,134
907,p23003,134
908,p23003,134
909,p23003,134
910,p23003,134
911,p23003,134
912,p23003,134
913,p23003,134
914,p23003,134
915,p23003,134
916,p23003,134
917,p23003,134
918,p53027,2
919,p53027,2
920,p53027,2
921,p53027,2
922,p53027,2
923,p53027,2
924,p53045,2
925,p53067,1
926,p53067,1
927,p53053,1
928,p53053,1
929,p53053,1
930,p53053,1
931,p53033,1
932,p53033,1
933,p53033,1
934,p53033,1
935,p53033,1
936,p53037,1
937,p53037,1
938,p53037,1
939,p53007,1
940,p53007,1
941,p53007,1
942,p53007,1
943,p53017,4
944,p53017,4
945,p53017,4
946,p53017,4
947,p53017,4
948,p53017,4
949,p53025,4
950,p53025,4
951,p53043,3
952,p53043,3
953,p53043,3
954,p53043,3
955,p53043,3
956,p53065,3
957,p53065,3
958,p53065,3
959,p53065,3
960,p53063,3
961,p53063,3
962,p53063,3
963,p16017,14
964,p16017,14
965,p16017,14
966,p16017,14
967,p16017,14
968,p16017,14
969,p16017,14
970,p30053,17
971,p30089,17
972,p30053,17
973,p30053,17
974,p30053,17
975,p30053,17
976,p30053,17
977,p30029,17
978,p30029,17
979,p30029,17
980,p30029,17
981,p30029,17
982,p30029,17
983,p30029,17
984,p30029,17
985,p30029,17
986,p30035,18
987,p30035,18
988,p30035,18
989,p30035,18
990,p30035,18
991,p30035,18
992,p30035,18
993,p30035,18
994,p30101,18
995,p30101,18
996,p30101,18
997,p30101,18
998,p30101,18
999,p30051,18
1000,p30051,18
1001,p30051,18
1002,p30041,18
1003,p30041,18
1004,p30041,18
1005,p30041,18
1006,p30041,18
1007,p30041,18
1008,p30041,18
1009,p30041,18
1010,p30005,18
1011,p30005,18
1012,p30005,18
1013,p30005,18
1014,p30005,18
1015,p30005,18
1016,p30005,18
1017,p30005,18
1018,p30071,18
1019,p30071,18
1020,p30071,18
1021,p30071,18
1022,p30071,18
1023,p30071,18
1024,p30105,19
1025,p23003,134
1026,p23003,134
1027,p23003,134
1028,p23003,134
1029,p23003,134
1030,p23003,134
1031,p23003,134
1032,p23003,134
1033,p23003,134
1034,p23003,134
1035,p23003,134
1036,p23003,134
1037,p23003,134
1038,p53027,2
1039,p53027,2
1040,p53027,2
1041,p53027,2
1042,p53027,2
1043,p53027,2
1044,p53067,1
1045,p53067,1
1046,p53067,1
1047,p53053,1
1048,p53053,1
1049,p53053,1
1050,p53053,1
1051,p53033,1
1052,p53033,1
1053,p53033,1
1054,p53033,1
1055,p53033,1
1056,p53037,1
1057,p53037,1
1058,p53037,1
1059,p53037,1
1060,p53007,1
1061,p53007,1
1062,p53007,1
1063,p53017,4
1064,p53017,4
1065,p53017,4
1066,p53017,4
1067,p53017,4
1068,p53025,4
1069,p53025,4
1070,p53025,4
1071,p53043,3
1072,p53043,3
1073,p53043,3
1074,p53043,3
1075,p53043,3
1076,p53043,3
1077,p53043,3
1078,p53065,3
1079,p53065,3
1080,p53063,3
1081,p53063,3
1082,p53063,3
1083,p16055,14
1084,p16055,14
1085,p16017,14
1086,p16017,14
1087,p16017,14
1088,p16017,14
1089,p30089,17
1090,p30089,17
1091,p30089,17
1092,p30053,17
1093,p30053,17
1094,p30053,17
1095,p30053,17
1096,p30029,17
1097,p30029,17
1098,p30029,17
1099,p30029,17
1100,p30029,17
1101,p30029,17
1102,p30029,17
1103,p30029,17
1104,p30029,17
1105,p30029,17
1106,p30035,18
1107,p30035,18
1108,p30035,18
1109,p30035,18
1110,p30035,18
1111,p30035,18
1112,p30035,18
1113,p30101,18
1114,p30101,18
1115,p30101,18
1116,p30101,18
1117,p30101,18
1118,p30101,18
1119,p30051,18
1120,p30051,18
1121,p30051,18
1122,p30041,18
1123,p30041,18
1124,p30041,18
1125,p30041,18
1126,p30041,18
1127,p30041,18
1128,p30041,18
1129,p30041,18
1130,p30005,18
1131,p30005,18
1132,p30005,18
1133,p30005,18
1134,p30005,18
1135,p30005,18
1136,p30005,18
1137,p30071,18
1138,p30071,18
1139,p30071,18
1140,p30071,18
1141,p30071,18
1142,p30071,18
1143,p30071,18
1144,p30105,19
1145,p30105,19
1146,p30105,19
1147,p30105,19
1148,p30105,19
1149,p30105,19
1150,p30019,35
1151,p30019,35
1152,p30019,35
1153,p30019,35
1154,p27077,42
1155,p27077,42
1156,p27077,42
1157,p23003,134
1158,p23003,134
1159,p23003,134
1160,p23003,134
1161,p23003,134
1162,p23003,134
1163,p23003,134
1164,p23003,134
1165,p23003,134
1166,p23003,134
1167,p23003,134
1168,p23003,134
1169,p23003,134
1170,p53049,2
1171,p53049,2
1172,p53049,2
1173,p53049,2
1174,p53027,2
1175,p53027,2
1176,p53027,2
1177,p53067,1
1178,p53067,1
1179,p53067,1
1180,p53053,1
1181,p53053,1
1182,p53053,1
1183,p53053,1
1184,p53053,1
1185,p53053,1
1186,p53053,1
1187,p53033,1
1188,p53033,1
1189,p53037,1
1190,p53037,1
1191,p53037,1
1192,p53037,1
1193,p53037,1
1194,p53007,1
1195,p53007,1
1196,p53017,4
1197,p53017,4
1198,p53017,4
1199,p53017,4
1200,p53025,4
1201,p53025,4
1202,p53025,4
1203,p53025,4
1204,p53043,3
1205,p53043,3
1206,p53043,3
1207,p53043,3
1208,p53043,3
1209,p53043,3
1210,p53043,3
1211,p53063,3
1212,p53063,3
1213,p53063,3
1214,p53063,3
1215,p53063,3
1216,p16055,14
1217,p16055,14
1218,p16055,14
1219,p16017,14
1220,p16079,15
1221,p16079,15
1222,p30089,17
1223,p30089,17
1224,p30089,17
1225,p30053,17
1226,p30053,17
1227,p30053,17
1228,p30053,17
1229,p30029,17
1230,p30029,17
1231,p30029,17
1232,p30029,17
1233,p30029,17
1234,p30029,17
1235,p30029,17
1236,p30029,17
1237,p30029,17
1238,p30029,17
1239,p30035,18
1240,p30035,18
1241,p30035,18
1242,p30035,18
1243,p30035,18
1244,p30073,18
1245,p30073,18
1246,p30073,18
1247,p30101,18
1248,p30101,18
1249,p30101,18
1250,p30101,18
1251,p30101,18
1252,p30051,18
1253,p30051,18
1254,p30051,18
1255,p30041,18
1256,p30041,18
1257,p30041,18
1258,p30041,18
1259,p30041,18
1260,p30041,18
1261,p30041,18
1262,p30041,18
1263,p30005,18
1264,p30005,18
1265,p30005,18
1266,p30005,18
1267,p30005,18
1268,p30005,18
1269,p30005,18
1270,p30071,18
1271,p30071,18
1272,p30071,18
1273,p30071,18
1274,p30071,18
1275,p30071,18
1276,p30071,18
1277,p30105,19
1278,p30105,19
1279,p30105,19
1280,p30105,19
1281,p30105,19
1282,p30105,19
1283,p30019,35
1284,p30019,35
1285,p30019,35
1286,p30019,35
1287,p30019,35
1288,p30019,35
1289,p30019,35
1290,p30091,35
1291,p30091,35
1292,p30091,35
1293,p30091,35
1294,p30091,35
1295,p30091,35
1296,p38023,36
1297,p38023,36
1298,p27077,42
1299,p27077,42
1300,p27077,42
1301,p23003,134
1302,p23003,134
1303,p23003,134
1304,p23003,134
1305,p23003,134
1306,p23003,134
1307,p23003,134
1308,p23003,134
1309,p23003,134
1310,p23003,134
1311,p23003,134
1312,p23003,134
1313,p23003,134
1314,p53049,2
1315,p53049,2
1316,p53049,2
1317,p53049,2
1318,p53049,2
1319,p53041,2
1320,p53041,2
1321,p53067,1
1322,p53067,1
1323,p53067,1
1324,p53067,1
1325,p53053,1
1326,p53053,1
1327,p53053,1
1328,p53053,1
1329,p53053,1
1330,p53053,1
1331,p53053,1
1332,p53037,1
1333,p53037,1
1334,p53037,1
1335,p53037,1
1336,p53037,1
1337,p53037,1
1338,p53037,1
1339,p53007,1
1340,p53017,4
1341,p53025,4
1342,p53025,4
1343,p53025,4
1344,p53025,4
1345,p53025,4
1346,p53025,4
1347,p53025,4
1348,p53043,3
1349,p53043,3
1350,p53043,3
1351,p53043,3
1352,p53043,3
1353,p53043,3
1354,p53043,3
1355,p53063,3
1356,p53063,3
1357,p53063,3
1358,p53063,3
1359,p53063,3
1360,p16055,14
1361,p16055,14
1362,p16055,14
1363,p16055,14
1364,p16079,15
1365,p16079,15
1366,p16079,15
1367,p30089,17
1368,p30089,17
1369,p30053,17
1370,p30053,17
1371,p30053,17
1372,p30029,17
1373,p30029,17
1374,p30029,17
1375,p30029,17
1376,p30029,17
1377,p30029,17
1378,p30029,17
1379,p30029,17
1380,p30029,17
1381,p30029,17
1382,p30029,17
1383,p30073,18
1384,p30073,18
1385,p30073,18
1386,p30073,18
1387,p30073,18
1388,p30073,18
1389,p30073,18
1390,p30073,18
1391,p30073,18
1392,p30101,18
1393,p30101,18
1394,p30101,18
1395,p30101,18
1396,p30051,18
1397,p30051,18
1398,p30051,18
1399,p30041,18
1400,p30041,18
1401,p30041,18
1402,p30041,18
1403,p30041,18
1404,p30041,18
1405,p30041,18
1406,p30005,18
1407,p30005,18
1408,p30005,18
1409,p30005,18
1410,p30005,18
1411,p30005,18
1412,p30005,18
1413,p30005,18
1414,p30071,18
1415,p30071,18
1416,p30071,18
1417,p30071,18
1418,p30071,18
1419,p30071,18
1420,p30105,19
1421,p30105,19
1422,p30105,19
1423,p30105,19
1424,p30105,19
1425,p30105,19
1426,p30105,19
1427,p30019,35
1428,p30019,35
1429,p30019,35
1430,p30019,35
1431,p30019,35
1432,p30019,35
1433,p30019,35
1434,p30091,35
1435,p30091,35
1436,p30091,35
1437,p30091,35
1438,p30091,35
1439,p30091,35
1440,p38023,36
1441,p38023,36
1442,p38023,36
1443,p38023,36
1444,p38023,36
1445,p38023,36
1446,p38013,36
1447,p38013,36
1448,p38013,36
1449,p38013,36
1450,p38013,36
1451,p38013,36
1452,p38075,36
1453,p38075,36
1454,p38075,36
1455,p38009,37
1456,p27077,42
1457,p27077,42
1458,p27077,42
1459,p23003,134
1460,p23003,134
1461,p23003,134
1462,p23003,134
1463,p23003,134
1464,p23003,134
1465,p23003,134
1466,p23003,134
1467,p23003,134
1468,p23003,134
1469,p23003,134
1470,p23003,134
1471,p23003,134
1472,p23003,134
1473,p53049,2
1474,p53049,2
1475,p53049,2
1476,p53049,2
1477,p53049,2
1478,p53041,2
1479,p53041,2
1480,p53041,2
1481,p53041,2
1482,p53067,1
1483,p53067,1
1484,p53067,1
1485,p53053,1
1486,p53053,1
1487,p53053,1
1488,p53053,1
1489,p53053,1
1490,p53053,1
1491,p53077,2
1492,p53037,1
1493,p53037,1
1494,p53037,1
1495,p53037,1
1496,p53037,1
1497,p53037,1
1498,p53037,1
1499,p53037,1
1500,p53025,4
1501,p53025,4
1502,p53025,4
1503,p53025,4
1504,p53025,4
1505,p53025,4
1506,p53043,3
1507,p53043,3
1508,p53043,3
1509,p53043,3
1510,p53043,3
1511,p53043,3
1512,p53043,3
1513,p53043,3
1514,p53063,3
1515,p53063,3
1516,p53063,3
1517,p53063,3
1518,p53063,3
1519,p16055,14
1520,p16055,14
1521,p16055,14
1522,p16055,14
1523,p16079,15
1524,p16079,15
1525,p16079,15
1526,p30089,17
1527,p30089,17
1528,p30089,17
1529,p30089,17
1530,p30089,17
1531,p30029,17
1532,p30029,17
1533,p30029,17
1534,p30029,17
1535,p30029,17
1536,p30029,17
1537,p30047,17
1538,p30029,17
1539,p30029,17
1540,p30029,17
1541,p30029,17
1542,p30029,17
1543,p30073,18
1544,p30073,18
1545,p30073,18
1546,p30073,18
1547,p30073,18
1548,p30073,18
1549,p30073,18
1550,p30073,18
1551,p30073,18
1552,p30101,18
1553,p30101,18
1554,p30051,18
1555,p30051,18
1556,p30051,18
1557,p30051,18
1558,p30041,18
1559,p30041,18
1560,p30041,18
1561,p30041,18
1562,p30041,18
1563,p30041,18
1564,p30041,18
1565,p30041,18
1566,p30005,18
1567,p30005,18
1568,p30005,18
1569,p30005,18
1570,p30005,18
1571,p30005,18
1572,p30071,18
1573,p30071,18
1574,p30071,18
1575,p30071,18
1576,p30071,18
1577,p30071,18
1578,p30071,18
1579,p30105,19
1580,p30105,19
1581,p30105,19
1582,p30105,19
1583,p30105,19
1584,p30105,19
1585,p30105,19
1586,p30105,19
1587,p30019,35
1588,p30019,35
1589,p30019,35
1590,p30019,35
1591,p30019,35
1592,p30019,35
1593,p30091,35
1594,p30091,35
1595,p30091,35
1596,p30091,35
1597,p30091,35
1598,p38023,36
1599,p38023,36
1600,p38023,36
1601,p38023,36
1602,p38023,36
1603,p38023,36
1604,p38023,36
1605,p38013,36
1606,p38013,36
1607,p38013,36
1608,p38013,36
1609,p38013,36
1610,p38013,36
1611,p38075,36
1612,p38075,36
1613,p38075,36
1614,p38009,37
1615,p38009,37
1616,p38009,37
1617,p38009,37
1618,p38009,37
1619,p38009,37
1620,p38009,37
1621,p38009,37
1622,p38079,37
1623,p38079,37
1624,p38079,37
1625,p38079,37
1626,p38095,37
1627,p38095,37
1628,p38095,37
1629,p38019,37
1630,p38019,37
1631,p38019,37
1632,p38019,37
1633,p38019,37
1634,p38019,37
1635,p38067,37
1636,p38067,37
1637,p38067,37
1638,p38067,37
1639,p38067,37
1640,p27069,42
1641,p27069,42
1642,p27069,42
1643,p27069,42
1644,p27135,42
1645,p27135,42
1646,p27135,42
1647,p27135,42
1648,p27135,42
1649,p27135,42
1650,p27135,42
1651,p27077,42
1652,p27077,42
1653,p27077,42
1654,p27077,42
1655,p23003,134
1656,p23003,134
1657,p23003,134
1658,p23003,134
1659,p23003,134
1660,p23003,134
1661,p23003,134
1662,p23003,134
1663,p23003,134
