"gid","scenario","latitude","longitude","demand_ammonia_kg","demand_biofuel_kg","demand_ldv_kg","demand_metals_kg","demand_methanol_kg","demand_mhdv_kg","demand_ng_kg","demand_refining_kg","demand_storage_kg","demand_synfuel_kg","supply_lte_kg","supply_nuclearhte_kg","supply_smr_kg","total_demand_kg","total_supply_kg"
1652,"Low Cost Electrolysis",40.08975887,-85.67970521,0,0,125922.532192564,0,0,55965.5698633617,0,0,0,0,0,0,0,181888.102055926,0
1653,"Low Cost Electrolysis",40.09949081,-76.31242048,0,0,8808550.62459533,0,0,3914911.38870904,0,0,0,0,0,0,0,12723462.0133044,0
1654,"Low Cost Electrolysis",40.09960167,-88.24876806,0,86922282.7658823,3128325.30906038,0,0,1390366.80402683,0,0,0,0,127204102.196456,0,0,91440974.8789695,127204102.196456
1655,"Low Cost Electrolysis",40.11843442,-87.63269034,0,0,214015.320480755,0,0,95117.920213669,0,0,0,0,0,0,0,309133.240694424,0
1656,"Low Cost Electrolysis",40.13913174,-79.88372655,0,0,81179.2065781972,0,0,36079.6473680877,0,0,0,0,0,0,0,117258.853946285,0
1657,"Low Cost Electrolysis",40.17079394,-105.0999155,0,0,730140.584243259,0,0,324506.926330337,0,0,0,0,0,0,0,1054647.5105736,0
1658,"Low Cost Electrolysis",40.19778649,-85.40441217,0,0,60305.9049302887,0,0,26802.6244134616,0,0,0,0,0,0,0,87108.5293437503,0
1659,"Low Cost Electrolysis",40.22725545,-74.71922717,0,2879780.86756763,32715417.4650083,0,0,14540185.5400037,0,0,0,0,4889270.18297522,0,0,50135383.8725796,4889270.18297522
1660,"Low Cost Electrolysis",40.24666218,-76.8685722,0,0,19890359.3468709,0,0,8840159.70972042,0,0,0,0,0,0,0,28730519.0565913,0
1661,"Low Cost Electrolysis",40.26782176,-75.6472847,0,0,2476939.26030082,0,0,1100861.89346703,0,0,0,0,0,0,0,3577801.15376785,0
1662,"Low Cost Electrolysis",40.27589537,-111.7295092,0,0,16325493.788901,0,0,7255775.01728933,0,0,0,0,0,0,0,23581268.8061903,0
1663,"Low Cost Electrolysis",40.28642924,-74.57995103,0,0,3191570.94690369,0,0,1418475.97640164,0,0,0,0,0,0,0,4610046.92330533,0
1664,"Low Cost Electrolysis",40.3008146,-78.89222086,0,0,509081.216571247,0,0,226258.31847611,0,0,0,0,0,0,0,735339.535047357,0
1665,"Low Cost Electrolysis",40.34918156,-76.40483895,0,0,1314843.00934852,0,0,584374.670821566,0,0,0,0,0,0,0,1899217.68017009,0
1666,"Low Cost Electrolysis",40.36311189,-75.9493692,0,0,12540025.7154171,0,0,5573344.76240759,0,0,0,0,0,0,0,18113370.4778247,0
1667,"Low Cost Electrolysis",40.37673,-80.61897797,0,14012199.9281768,58705.5410672363,0,0,26091.3515854383,0,0,0,0,0,0,0,14096996.8208295,0
1668,"Low Cost Electrolysis",40.397779,-95.658046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,"Low Cost Electrolysis",40.40571082,-104.7333626,0,0,3902349.42592185,0,0,1734377.52263193,0,0,0,0,0,0,0,5636726.94855378,0
1670,"Low Cost Electrolysis",40.42698936,-86.88536657,0,40491996.006256,1163098.66292928,0,0,516932.73907968,0,0,0,0,0,0,0,42172027.408265,0
1671,"Low Cost Electrolysis",40.45740886,-79.95063362,0,21249669.4984621,44633406.0347013,0,0,19837069.3487561,0,0,0,0,0,0,0,85720144.8819195,0
1672,"Low Cost Electrolysis",40.46601918,-86.14401175,0,0,136210.422870177,0,0,60537.9657200786,0,0,0,0,260530880.729211,0,0,196748.388590256,260530880.729211
1673,"Low Cost Electrolysis",40.48586982,-78.39236418,0,0,504745.8777965,0,0,224331.501242889,0,0,0,0,0,0,0,729077.379039389,0
1674,"Low Cost Electrolysis",40.49266207,-81.44526386,0,0,49468.5500296858,0,0,21986.0222354159,0,0,0,0,0,0,0,71454.5722651017,0
1675,"Low Cost Electrolysis",40.49343745,-88.97887959,0,0,2190250.3064821,0,0,973444.580658712,0,0,0,0,0,0,0,3163694.88714081,0
1676,"Low Cost Electrolysis",40.49876005,-105.058524,0,0,6758679.60964578,0,0,3003857.60428701,0,0,0,0,0,0,0,9762537.21393279,0
1677,"Low Cost Electrolysis",40.50380694,-110.3338202,0,0,0,0,0,0,0,0,0,0,45781419.7288701,0,0,0,45781419.7288701
1678,"Low Cost Electrolysis",40.53926945,-112.2994268,0,0,174151.678467988,0,0,77400.7459857725,0,0,0,0,0,0,0,251552.42445376,0
1679,"Low Cost Electrolysis",40.54391391,-85.66185015,0,0,38151.1497953803,0,0,16956.0665757246,0,0,0,0,0,0,0,55107.2163711049,0
1680,"Low Cost Electrolysis",40.57563028,-122.3613723,0,0,5332173.3113245,0,0,2369854.80503311,0,0,0,0,0,0,0,7702028.11635761,0
1681,"Low Cost Electrolysis",40.58011168,-83.11366575,0,0,37571.7286191092,0,0,16698.5460529374,0,0,0,0,0,0,0,54270.2746720466,0
1682,"Low Cost Electrolysis",40.63802168,-111.9269069,0,6984999.89526416,50591651.6358592,0,0,22485178.5048263,0,80549891.3674349,0,0,0,0,0,160611721.403385,0
1683,"Low Cost Electrolysis",40.64450902,-80.57044741,0,28024399.8563536,31645.0763097602,0,0,14064.4783598934,0,8860102.82855573,0,0,0,386549234.428795,0,36930212.239579,386549234.428795
1684,"Low Cost Electrolysis",40.64704127,-75.43406804,0,0,29005226.7632344,0,0,12891211.8947708,0,0,0,0,0,0,0,41896438.6580052,0
1685,"Low Cost Electrolysis",40.6594457,-76.20101201,0,0,250734.370102209,0,0,111437.497823204,0,0,0,0,0,0,0,362171.867925413,0
1686,"Low Cost Electrolysis",40.70114555,-89.58579417,0,43461141.3829412,2298304.37993916,0,0,1021468.6133063,0,0,0,0,33488054.5193291,0,0,46780914.3761867,33488054.5193291
1687,"Low Cost Electrolysis",40.7067798,-99.07246655,0,0,91146.3412333864,0,0,40509.4849926162,0,0,0,0,0,0,0,131655.826226003,0
1688,"Low Cost Electrolysis",40.71580874,-73.96816066,0,35799713.4254707,1184352663.60655,0,0,526378961.602912,0,98770885.4452908,0,0,0,0,0,1845302224.08022,0
1689,"Low Cost Electrolysis",40.74071311,-84.12044482,140529821.336349,42036599.7845303,66953.9317511683,0,0,29757.3030005192,0,71266044.4905569,0,0,0,0,0,253929176.846188,0
1690,"Low Cost Electrolysis",40.75336734,-82.53010947,0,0,108939.267300453,0,0,48417.4521335348,0,0,0,0,0,0,0,157356.719433988,0
1691,"Low Cost Electrolysis",40.77709953,-124.1697449,0,0,1661388.5273022,0,0,738394.9010232,0,0,0,0,0,0,0,2399783.4283254,0
1692,"Low Cost Electrolysis",40.79207528,-76.51528901,0,0,241126.549588304,0,0,107167.35537258,0,0,0,0,0,0,0,348293.904960884,0
1693,"Low Cost Electrolysis",40.79837979,-77.86006509,0,0,2593067.37736399,0,0,1152474.38993955,0,0,0,0,912559.390222003,0,0,3745541.76730354,912559.390222003
1694,"Low Cost Electrolysis",40.80815326,-96.68084746,67613404.6052245,230320981.972651,3646835.54100017,0,0,1620815.79600008,0,0,0,0,1175774228.14055,0,0,303202037.914876,1175774228.14055
1695,"Low Cost Electrolysis",40.82038449,-81.92811738,0,0,18449.9085347553,0,0,8199.95934878014,0,0,0,0,0,0,0,26649.8678835354,0
1696,"Low Cost Electrolysis",40.82862562,-81.42980681,0,14012199.9281768,1975443.6489722,0,0,877974.955098756,0,38522186.2111119,0,0,0,0,0,55387804.7433597,0
1697,"Low Cost Electrolysis",40.86627677,-79.92255101,0,21249669.4984621,158139.768203383,0,0,70284.3414237258,0,0,0,0,0,0,0,21478093.6080892,0
1698,"Low Cost Electrolysis",40.91477131,-124.0902056,0,0,912505.991934148,0,0,405558.218637399,0,0,0,0,0,0,0,1318064.21057155,0
1699,"Low Cost Electrolysis",40.91483039,-81.09586957,0,0,17714.4137564435,0,0,7873.07278064154,0,0,0,0,0,0,0,25587.486537085,0
1700,"Low Cost Electrolysis",40.92598149,-98.35536029,6628765.15737495,115160490.986326,96693.1411346388,0,0,42974.7293931728,0,0,0,0,0,0,0,121928924.014229,0
1701,"Low Cost Electrolysis",40.942039,-90.35606425,164393375.902899,43461141.3829412,59057.9010500965,0,0,26247.9560222651,0,0,0,0,0,0,0,207939823.142913,0
1702,"Low Cost Electrolysis",40.98207841,-75.98036386,0,0,428187.970250698,0,0,190305.764555866,0,0,0,0,0,0,0,618493.734806564,0
1703,"Low Cost Electrolysis",40.99041504,-76.87576309,0,0,390639.806151636,0,0,173617.691622949,0,0,0,0,0,0,0,564257.497774585,0
1704,"Low Cost Electrolysis",41.01897451,-76.40431513,0,0,572809.548017047,0,0,254582.02134091,0,0,0,0,0,0,0,827391.569357957,0
1705,"Low Cost Electrolysis",41.02030975,-75.21042934,0,21249669.4984621,1485663.26926948,0,0,660294.78634199,0,0,0,0,0,0,0,23395627.5540736,0
1706,"Low Cost Electrolysis",41.05221739,-83.63918891,0,0,59189.531846319,0,0,26306.458598364,0,0,0,0,0,0,0,85495.990444683,0
1707,"Low Cost Electrolysis",41.06626469,-81.49284125,0,0,7526122.2712761,0,0,3344943.23167827,0,0,0,0,0,0,0,10871065.5029544,0
1708,"Low Cost Electrolysis",41.10016419,-85.13827724,0,40491996.006256,4088331.71458985,0,0,1817036.31759549,0,0,0,0,0,0,0,46397364.0384413,0
1709,"Low Cost Electrolysis",41.12,-94.36,7954518.18884994,0,0,0,0,0,0,0,0,0,0,0,0,7954518.18884994,0
1710,"Low Cost Electrolysis",41.14061668,-104.8062547,35795331.8498247,7658626.07734321,1121196.48813214,0,0,498309.550280952,0,20031536.8297782,0,0,0,0,0,65105000.7953592,0
1711,"Low Cost Electrolysis",41.14076431,-111.9860712,0,3492499.94763208,7695190.45016585,0,0,3420084.64451816,0,0,0,0,0,0,0,14607775.0423161,0
1712,"Low Cost Electrolysis",41.14462884,-80.68116883,0,0,1524884.28122361,0,0,677726.347210492,0,0,0,0,0,0,0,2202610.6284341,0
1713,"Low Cost Electrolysis",41.15168401,-87.86324802,0,86922282.7658823,384539.607951667,0,0,170906.492422963,0,100157684.148891,0,0,0,0,0,187635413.015148,0
1714,"Low Cost Electrolysis",41.16905261,-74.54656516,0,0,1686839.46598422,0,0,749706.429326318,0,0,0,0,0,0,0,2436545.89531054,0
1715,"Low Cost Electrolysis",41.2347002,-96.03366774,0,0,14795512.0998505,0,0,6575783.1554891,0,0,0,0,0,0,0,21371295.2553396,0
1716,"Low Cost Electrolysis",41.23541058,-73.30904934,0,1092690.08224536,50276753.0833255,0,0,22345223.5925891,0,0,0,0,417.454727790077,0,0,73714666.75816,417.454727790077
1717,"Low Cost Electrolysis",41.24720263,-77.00334921,0,0,894497.820014915,0,0,397554.586673296,0,0,0,0,0,0,0,1292052.40668821,0
1718,"Low Cost Electrolysis",41.24954525,-85.83284208,0,0,118222.325773875,0,0,52543.2558995001,0,0,0,0,0,0,0,170765.581673375,0
1719,"Low Cost Electrolysis",41.261142,-110.806321,0,0,0,0,0,0,0,1309754.3311778,0,0,0,0,0,1309754.3311778,0
1720,"Low Cost Electrolysis",41.3104677,-121.4427313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1721,"Low Cost Electrolysis",41.31636377,-105.6044974,0,0,172512.724358445,0,0,76672.3219370866,0,0,0,0,0,0,0,249185.046295532,0
1722,"Low Cost Electrolysis",41.3346244,-89.11981456,0,0,131111.515212677,0,0,58271.7845389677,0,0,0,0,0,0,0,189383.299751645,0
1723,"Low Cost Electrolysis",41.35044272,-75.78320497,0,0,12308120.3920207,0,0,5470275.72978698,0,0,0,0,0,0,0,17778396.1218077,0
1724,"Low Cost Electrolysis",41.37022629,-72.78153317,0,0,44987998.9789549,0,0,19994666.2128688,0,0,0,0,0,0,0,64982665.1918237,0
1725,"Low Cost Electrolysis",41.37534178,-83.64988699,0,0,11468.4335492464,0,0,5097.08157744283,0,0,0,0,0,0,0,16565.5151266892,0
1726,"Low Cost Electrolysis",41.39816754,-72.07287644,0,0,3380596.13724165,0,0,1502487.1721074,0,0,0,0,0,131857153.673032,0,4883083.30934905,131857153.673032
1727,"Low Cost Electrolysis",41.40450418,-82.16152321,0,0,580234.506450914,0,0,257882.002867073,0,0,0,0,0,0,0,838116.509317987,0
1728,"Low Cost Electrolysis",41.42069383,-82.67951531,0,0,45539.0180104484,0,0,20239.5635601993,0,0,0,0,0,185879248.826291,0,65778.5815706477,185879248.826291
1729,"Low Cost Electrolysis",41.4273738,-78.5609398,0,21249669.4984621,0,0,0,0,0,0,0,0,12186173.444694,0,0,21249669.4984621,12186173.444694
1730,"Low Cost Electrolysis",41.44259146,-81.60434848,0,28024399.8563536,63227277.0055807,222222222.222222,0,28101012.0024803,0,0,0,0,0,251472776.212833,0,341574911.086637,251472776.212833
1731,"Low Cost Electrolysis",41.44505338,-74.39384306,0,0,1899239.6113195,0,0,844106.493919778,0,0,0,0,0,0,0,2743346.10523928,0
1732,"Low Cost Electrolysis",41.45527138,-73.42491723,0,0,8271049.92581654,0,0,3676022.1892518,0,0,0,0,0,0,0,11947072.1150683,0
1733,"Low Cost Electrolysis",41.51745917,-90.51312374,0,0,836923.232508525,0,0,371965.8811149,0,0,0,0,0,0,0,1208889.11362342,0
1734,"Low Cost Electrolysis",41.52535356,-99.17519733,0,0,0,0,0,0,0,0,0,0,3709683548.08698,0,0,0,3709683548.08698
1735,"Low Cost Electrolysis",41.54,-109.13,37121084.8812997,0,0,0,0,0,0,0,0,0,0,0,0,37121084.8812997,0
1736,"Low Cost Electrolysis",41.54667858,-92.6445543,0,0,0,0,0,0,0,0,0,0,831483106.766413,0,0,0,831483106.766413
1737,"Low Cost Electrolysis",41.54912263,-73.03953582,0,0,3886095.02013896,0,0,1727153.34228398,0,0,0,0,0,0,0,5613248.36242294,0
1738,"Low Cost Electrolysis",41.55319803,-73.98279496,0,0,16590702.0319291,0,0,7373645.34752405,0,0,0,0,0,422780311.111111,0,23964347.3794531,422780311.111111
1739,"Low Cost Electrolysis",41.61891626,-93.65699194,0,203047361.186982,12838026.6273212,0,0,5705789.61214274,0,0,0,0,0,0,0,221591177.426446,0
1740,"Low Cost Electrolysis",41.63920725,-83.61374498,0,42036599.7845303,7631437.55686397,222222222.222222,0,3391750.02527287,0,134057208.014669,0,0,0,0,0,409339217.603558,0
1741,"Low Cost Electrolysis",41.65933058,-85.92590797,0,0,1380958.66728559,0,0,613759.407682487,0,0,0,0,0,0,0,1994718.07496808,0
1742,"Low Cost Electrolysis",41.67450251,-86.82074196,0,0,308878.05979529,0,0,137279.137686796,0,0,0,0,0,0,0,446157.197482086,0
1743,"Low Cost Electrolysis",41.67528364,-70.93835619,0,0,3096768.43983855,0,0,1376341.52881713,0,0,0,0,0,0,0,4473109.96865568,0
1744,"Low Cost Electrolysis",41.68115814,-91.55937965,0,0,2707770.55281646,0,0,1203453.57902954,0,0,0,0,0,0,0,3911224.131846,0
1745,"Low Cost Electrolysis",41.70168243,-70.3851915,0,3925350.72040447,6912539.61398181,0,0,3072239.82843636,0,0,0,0,0,0,0,13910130.1628226,0
1746,"Low Cost Electrolysis",41.71424081,-86.21332738,0,0,2063622.48452112,0,0,917165.548676054,0,0,0,0,0,0,0,2980788.03319717,0
1747,"Low Cost Electrolysis",41.72456267,-111.834849,0,0,504990.346918139,0,0,224440.15418584,0,0,0,0,0,0,0,729430.501103979,0
1748,"Low Cost Electrolysis",41.73215191,-102.6829634,0,0,0,0,0,0,0,0,0,0,861056253.226422,0,0,0,861056253.226422
1749,"Low Cost Electrolysis",41.74018473,-72.69928942,0,0,49137089.3800924,0,0,21838706.3911522,0,0,0,0,5662130.40126163,0,0,70975795.7712446,5662130.40126163
1750,"Low Cost Electrolysis",41.77675362,-71.39741362,0,1237221.10953153,55037892.3979749,0,0,24461285.5102111,0,0,0,0,4728363.26217802,0,0,80736399.0177175,4728363.26217802
1751,"Low Cost Electrolysis",41.780163,-107.109511,0,0,0,0,0,0,0,34669967.5900007,0,0,0,0,0,34669967.5900007,0
1752,"Low Cost Electrolysis",41.82638494,-87.89856991,0,130383424.148823,615497712.280655,222222222.222222,0,273554538.791402,0,236988489.57076,0,0,0,0,0,1478646387.01386,0
1753,"Low Cost Electrolysis",41.84051645,-73.09596436,0,0,299625.022330549,0,0,133166.676591355,0,0,0,0,0,0,0,432791.698921904,0
1754,"Low Cost Electrolysis",41.84130073,-90.20538954,0,0,153837.823723948,0,0,68372.3660995324,0,0,0,0,0,403389454.773083,0,222210.18982348,403389454.773083
1755,"Low Cost Electrolysis",41.92023213,-83.38863745,0,0,90504.8847714589,0,0,40224.3932317595,0,0,0,0,0,0,0,130729.278003218,0
1756,"Low Cost Electrolysis",41.94076134,-84.01031815,0,0,50387.4238274359,0,0,22394.4105899715,0,0,0,0,0,0,0,72781.8344174074,0
1757,"Low Cost Electrolysis",41.9468932,-74.01582204,0,0,288300.114024527,0,0,128133.384010901,0,0,0,0,0,0,0,416433.498035428,0
1758,"Low Cost Electrolysis",41.95156394,-88.7260266,0,0,458843.129027304,0,0,203930.279567691,0,0,0,0,227002317.144096,0,0,662773.408594995,227002317.144096
1759,"Low Cost Electrolysis",41.99866355,-91.66172734,0,0,1165458.98005169,0,0,517981.768911862,0,0,0,0,0,128199789.671362,0,1683440.74896355,128199789.671362
1760,"Low Cost Electrolysis",42.02834529,-93.63249542,67613404.6052245,101523680.593491,70309.9454907517,0,0,31248.8646625563,0,0,0,0,0,0,0,169238644.008869,0
1761,"Low Cost Electrolysis",42.06643698,-86.46550107,0,0,307146.268310789,0,0,136509.452582573,0,0,0,0,0,162589027.230047,0,443655.720893362,162589027.230047
1762,"Low Cost Electrolysis",42.08557134,-80.11421282,0,42499338.9969241,1302186.55796345,222222222.222222,0,578749.58131709,0,0,0,0,0,0,0,266602497.358427,0
1763,"Low Cost Electrolysis",42.1033174,-79.26601721,0,17899856.7127354,119175.118677283,0,0,52966.7194121258,0,31511148.3206895,0,0,0,0,0,49583146.8715143,0
1764,"Low Cost Electrolysis",42.10543996,-75.96634086,0,0,6827009.14939578,0,0,3034226.28862035,0,0,0,0,0,0,0,9861235.43801613,0
1765,"Low Cost Electrolysis",42.12524664,-72.57470311,0,0,22387279.3423045,0,0,9949901.92991313,0,0,0,0,0,0,0,32337181.2722176,0
1766,"Low Cost Electrolysis",42.1253892,-76.84913874,0,0,213834.215425819,0,0,95037.4290781416,0,0,0,0,0,0,0,308871.644503961,0
1767,"Low Cost Electrolysis",42.18580919,-71.79514597,0,0,39325542.1700547,0,0,17478018.7422465,0,0,0,0,12143.5817531746,0,0,56803560.9123012,12143.5817531746
1768,"Low Cost Electrolysis",42.20777736,-121.7560486,0,0,2231565.67824558,0,0,991806.968109148,0,0,0,0,0,0,0,3223372.64635473,0
1769,"Low Cost Electrolysis",42.2215426,-105.8418502,0,0,0,0,0,0,0,0,0,0,595397663.708191,0,0,0,595397663.708191
1770,"Low Cost Electrolysis",42.23945681,-83.66385655,0,0,12118106.918996,0,0,5385825.29733157,0,0,0,0,0,0,0,17503932.2163276,0
1771,"Low Cost Electrolysis",42.24544525,-84.41162781,0,0,136724.738915111,0,0,60766.550628938,0,0,0,0,0,0,0,197491.289544049,0
1772,"Low Cost Electrolysis",42.24983911,-85.59124555,0,0,2335612.04073148,0,0,1038049.79588066,0,0,0,0,24986185.2328222,0,0,3373661.83661214,24986185.2328222
1773,"Low Cost Electrolysis",42.2619,-110.1946,0,5105750.71822881,0,0,0,0,0,0,0,0,0,0,0,5105750.71822881,0
1774,"Low Cost Electrolysis",42.29526093,-89.01018336,0,0,2749034.78248387,0,0,1221793.2366595,0,0,0,0,0,0,0,3970828.01914337,0
1775,"Low Cost Electrolysis",42.31450341,-85.19949557,0,0,194705.255088271,0,0,86535.6689281204,0,0,0,0,0,0,0,281240.924016391,0
1776,"Low Cost Electrolysis",42.33489836,-122.8446037,0,0,7263686.02889558,0,0,3228304.90173137,0,0,0,0,7939981.05280366,0,0,10491990.930627,7939981.05280366
1777,"Low Cost Electrolysis",42.37258701,-71.14208445,0,0,323020696.595764,0,0,143564754.042562,0,0,0,0,0,0,0,466585450.638326,0
1778,"Low Cost Electrolysis",42.41000144,-88.14333233,0,0,8467379.77394257,0,0,3763279.89953003,0,0,0,0,0,0,0,12230659.6734726,0
1779,"Low Cost Electrolysis",42.42856926,-123.3233055,0,0,1792872.31999544,0,0,796832.142220194,0,0,0,0,0,0,0,2589704.46221563,0
1780,"Low Cost Electrolysis",42.42928472,-95.02694442,0,0,0,0,0,0,0,0,0,0,1589775952.50657,0,0,0,1589775952.50657
1781,"Low Cost Electrolysis",42.46169827,-76.48337179,0,0,147364.755669134,0,0,65495.4469640594,0,0,0,0,0,0,0,212860.202633193,0
1782,"Low Cost Electrolysis",42.48010727,-73.22011901,0,0,427862.004371939,0,0,190160.890831973,0,0,0,0,0,0,0,618022.895203912,0
1783,"Low Cost Electrolysis",42.48161485,-96.40035923,245264310.822873,203047361.186982,585666.775518253,0,0,260296.344674779,0,0,0,0,0,0,0,449157635.130048,0
1784,"Low Cost Electrolysis",42.48960675,-83.22772995,0,120854013.531261,173714842.353725,0,0,77206596.6016556,0,55471948.1440011,0,0,0,0,0,427247400.630643,0
1785,"Low Cost Electrolysis",42.49529972,-92.38338914,0,0,645614.099648432,0,0,286939.599843747,0,0,0,0,44961360.4339182,0,0,932553.699492179,44961360.4339182
1786,"Low Cost Electrolysis",42.50456523,-90.69257095,66287651.5737495,101523680.593491,223631.554630798,0,0,99391.8020581323,0,0,0,0,0,0,0,168134355.523929,0
1787,"Low Cost Electrolysis",42.51004252,-89.0264932,0,0,422068.444815454,0,0,187585.975473535,0,0,0,0,0,0,0,609654.420288989,0
1788,"Low Cost Electrolysis",42.51376625,-83.80534205,0,0,649940.961826972,0,0,288862.649700876,0,0,0,0,0,0,0,938803.611527848,0
1789,"Low Cost Electrolysis",42.56151386,-114.455637,0,0,1061570.67333721,0,0,471809.188149873,0,0,0,0,0,0,0,1533379.86148708,0
1790,"Low Cost Electrolysis",42.56866944,-71.84813883,0,0,805883.436159713,0,0,358170.416070984,0,0,0,0,0,0,0,1164053.8522307,0
1791,"Low Cost Electrolysis",42.56876293,-87.86728452,0,0,1828106.84673164,0,0,812491.931880729,0,0,0,0,0,0,0,2640598.77861237,0
1792,"Low Cost Electrolysis",42.69977411,-89.00515731,0,0,320465.357475383,0,0,142429.047766837,0,0,0,0,0,0,0,462894.40524222,0
1793,"Low Cost Electrolysis",42.72140989,-84.53807731,0,0,5631469.00178259,0,0,2502875.11190337,0,0,0,0,0,0,0,8134344.11368596,0
1794,"Low Cost Electrolysis",42.73654199,-87.83832291,0,0,2259784.00607844,0,0,1004348.44714597,0,0,0,0,0,0,0,3264132.45322441,0
1795,"Low Cost Electrolysis",42.74594498,-73.79843198,0,0,31406309.4924251,0,0,13958359.7744111,0,0,0,0,0,0,0,45364669.2668362,0
1796,"Low Cost Electrolysis",42.80097778,-86.10165704,0,0,405561.840911038,0,0,180249.707071573,0,0,0,0,0,0,0,585811.547982611,0
1797,"Low Cost Electrolysis",42.81961984,-71.44685074,0,0,6238315.69666709,0,0,2772584.75407426,0,0,0,0,0,0,0,9010900.45074135,0
1798,"Low Cost Electrolysis",42.84700714,-106.3573668,0,2552875.3591144,612788.453740535,0,0,272350.423884682,0,9823157.48383352,0,0,0,0,0,13261171.7205731,0
1799,"Low Cost Electrolysis",42.88395029,-112.4469031,0,0,721044.752316851,0,0,320464.334363045,0,0,0,0,1846662.41739879,0,0,1041509.0866799,1846662.41739879
1800,"Low Cost Electrolysis",42.92672024,-78.82419582,0,35799713.4254707,33747465.9428914,222222222.222222,0,14998873.7523962,0,0,0,0,0,0,0,306768275.34298,0
1801,"Low Cost Electrolysis",42.92688776,-76.56177813,0,0,221694.487160012,0,0,98530.8831822276,0,0,0,0,0,0,0,320225.37034224,0
1802,"Low Cost Electrolysis",42.94252649,-85.67063474,0,0,26178150.2293948,0,0,11634733.4352866,0,0,0,0,0,0,0,37812883.6646814,0
1803,"Low Cost Electrolysis",42.95758835,-82.48416394,0,0,201874.495199344,0,0,89721.9978663752,0,0,0,0,0,0,0,291596.493065719,0
1804,"Low Cost Electrolysis",42.98864322,-83.69545522,0,0,1669436.99714465,0,0,741971.998730956,0,0,0,0,0,0,0,2411408.99587561,0
1805,"Low Cost Electrolysis",42.99028513,-71.48034852,0,0,3485560.57174206,0,0,1549138.03188536,0,0,0,0,0,0,0,5034698.60362742,0
1806,"Low Cost Electrolysis",43.04146963,-70.81490229,0,0,580289.381709781,0,0,257906.391871014,0,0,0,0,0,81246724.3382626,0,838195.773580795,81246724.3382626
1807,"Low Cost Electrolysis",43.04702837,-109.2687347,0,0,0,0,0,0,0,0,0,0,69288515.1467384,0,0,0,69288515.1467384
1808,"Low Cost Electrolysis",43.05766776,-88.10270425,0,0,83153936.0512974,0,0,36957304.9116877,0,0,0,0,51555128.8321593,0,0,120111240.962985,51555128.8321593
1809,"Low Cost Electrolysis",43.05964046,-73.79590806,0,0,623537.180036187,0,0,277127.635571639,0,0,0,0,0,0,0,900664.815607826,0
1810,"Low Cost Electrolysis",43.08090885,-89.38523954,0,0,21224208.592412,0,0,9432981.59662757,0,0,0,0,0,0,0,30657190.1890396,0
1811,"Low Cost Electrolysis",43.09011539,-76.16344941,0,0,21998021.7666539,0,0,9776898.56295731,0,0,0,0,0,0,0,31774920.3296112,0
1812,"Low Cost Electrolysis",43.09517529,-75.27574042,0,0,452428.442749358,0,0,201079.307888604,0,0,0,0,30.7639071492157,0,0,653507.750637962,30.7639071492157
1813,"Low Cost Electrolysis",43.13781221,-77.56981251,0,17899856.7127354,43123143.5203716,222222222.222222,0,19165841.5646096,0,0,0,0,0,125955365.258216,0,302411064.019939,125955365.258216
1814,"Low Cost Electrolysis",43.16238925,-78.67714151,0,0,98912.3564404379,0,0,43961.0473068613,0,0,0,0,0,0,0,142873.403747299,0
1815,"Low Cost Electrolysis",43.16522462,-86.21272505,0,0,1036425.27296221,0,0,460633.454649871,0,0,0,0,0,0,0,1497058.72761208,0
1816,"Low Cost Electrolysis",43.19839857,-118.7888436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,"Low Cost Electrolysis",43.20371559,-123.3657486,0,0,1671089.33818553,0,0,742706.372526904,0,0,0,0,0,0,0,2413795.71071243,0
1818,"Low Cost Electrolysis",43.2227512,-71.55353355,0,10140693.9778676,225137.536913697,0,0,100061.127517199,0,0,0,0,21603955.0152691,0,0,10465892.6422985,21603955.0152691
1819,"Low Cost Electrolysis",43.23100244,-70.90442492,0,0,389923.967762533,0,0,173299.541227792,0,0,0,0,0,0,0,563223.508990325,0
1820,"Low Cost Electrolysis",43.23246861,-75.44341669,0,0,188494.519839752,0,0,83775.342151001,0,0,0,0,0,0,0,272269.861990753,0
1821,"Low Cost Electrolysis",43.32028563,-73.65631887,0,0,636608.001549842,0,0,282936.889577708,0,0,0,0,0,0,0,919544.89112755,0
1822,"Low Cost Electrolysis",43.38810816,-88.2341418,0,0,267017.98298514,0,0,118674.659104506,0,0,0,0,0,0,0,385692.642089646,0
1823,"Low Cost Electrolysis",43.40952076,-76.46757325,0,0,195740.709077007,0,0,86995.870700892,0,0,0,0,0,167804723.004695,0,282736.579777899,167804723.004695
1824,"Low Cost Electrolysis",43.43235593,-83.97910032,0,0,263817.460562213,0,0,117252.204694317,0,0,0,0,0,0,0,381069.66525653,0
1825,"Low Cost Electrolysis",43.49458106,-112.0004346,0,0,751867.721049299,0,0,334163.431577466,0,0,0,0,0,0,0,1086031.15262676,0
1826,"Low Cost Electrolysis",43.53415244,-96.73483983,0,0,851723.481649403,0,0,378543.769621957,0,0,0,0,0,0,0,1230267.25127136,0
